market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-MIRA,2026-09-03T16:04:14.534971+09:00,1788419054,61.8,1130.6363472656649,8.0,13010924.204497434,12721021.921714751,1.0227892290860547,57,0.0,complete,1788418173245,1788419281430,3963487.2340627,1831754.61135347,0.3678418743465132,63.7,65.0,2.0408163265306145,-2.982731554160134,4.923076923076927,246.1538461538464,-1.0404478180922518,97.80559288498887,299.02632504652684,0.5427209971405773,0.16207455429497752,0.8859336943621559,326.4346087329086,-42.940407717171446,0.7676184947413276,0.0,0.7610589151209937,198.48433948444836,-23.618280614152297,1.4193305552030324,-0.48309178743961567,,,,,,-1.0404478180922518,6433292.088674277,9533006.21367056,0.5427209971405773,0.16207455429497752,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-MLK,2026-09-03T16:04:14.534971+09:00,1788419054,48.6,-92.80836022052196,11.0,11395.206916632002,14752.031666778,0.772450003770961,2,0.0,complete,1788419240323,1788419267769,3151288.55409368,1493002.45014631,0.3570590435511994,48.9,49.0,0.2044989775051187,-0.6134969325153339,0.816326530612242,399.99999999998914,0.772450003770961,,-99.05107903537731,0.0,0.0,0.7547837292410158,14.009045206145942,-97.39256251967615,0.004355348958128502,0.0,0.5888374430573704,-88.60479308331763,-97.29134168992294,0.0058511927365287875,-0.2053388090349051,,,,,,0.772450003770961,11395.206916632002,-1539859.17587922,0.0,0.0,rising,falling,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-MMT,2026-09-03T16:04:14.534971+09:00,1788419054,216.0,-42.26439544051659,0.0,1011211.8326136,8414014.245659279,0.12018185411740608,13,0.0,complete,1788418219150,1788419096202,1245308.18954995,1290564.25457703,-0.01784634914579082,217.0,219.0,0.9216589861751112,-0.4608294930875556,1.36986301369863,150.0,0.12018185411740608,,243.22247718109233,0.0053470890535010085,0.0,0.12018185411740608,,153.21649170398769,0.06933911332782827,0.0,-1.3844343780339774,-75.63305178915702,205.0619086822402,0.11314095756483766,0.0,,,,,,0.12018185411740608,1011211.8326136,5962538.947548239,0.0053470890535010085,0.0,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-MNT,2026-09-03T16:04:14.534971+09:00,1788419054,768.0,-63.03410004402599,13.0,8573096.87083723,315408.59999958996,27.18092300225287,14,0.0,complete,1788418683682,1788419207560,419404.29432435,136913.56347491,0.5077865592288303,775.0,776.0,0.1290322580645098,-0.903225806451613,1.0309278350515463,800.0000000000344,,,,0.06792950373372975,-0.13003901170350884,26.40014197057001,64287.3907123609,1749.5491615055826,0.06850834687732288,0.1303780964797996,,,,0.06859976396142997,0.1303780964797996,,,,,,,8573096.87083723,315408.59999958996,0.06792950373372975,-0.13003901170350884,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-MOC,2026-09-03T16:04:14.534971+09:00,1788419054,24.6,1945.028431566785,10.0,0.0,9316503.428228267,0.0,26,0.0,complete,1788418266647,1788419208619,10372981.61525312,7041361.30083655,0.19131473007450542,26.2,26.3,0.3816793893129722,-6.1068702290076216,6.463878326996195,1700.0000000000175,-0.06369042624400902,-100.0,-18.70934285350978,0.5329915265483578,-0.4048582995951344,-0.04490544294678506,-100.0,-27.423009070772643,2.086979989709107,-0.8064516129032251,-0.08665280675589997,-100.0,-37.5292593047871,3.1421181015043658,-1.2048192771084265,,,,,,-0.06369042624400902,-729938.833411496,-2144227.429734189,0.5329915265483578,-0.4048582995951344,falling,falling,sell_only,accelerating,neutral,False,False,False,pass
KRW-MOCA,2026-09-03T16:04:14.534971+09:00,1788419054,11.8,9.894562212592305,8.0,5009.999999924,0.0,,1,0.0,complete,1788418992293,1788418992293,14540768.58828637,23924165.00707951,-0.24394677285816546,11.8,11.8,0.0,0.0,0.0,,,-17.933295003107318,,0.0,0.0,,,,0.00030873234475592426,0.8547008547008739,,-99.88193670940349,-100.0,0.00030873234475592426,0.8547008547008739,,,,,,,-1094.7900000080008,0.0,0.0,0.0,falling,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-MON,2026-09-03T16:04:14.534971+09:00,1788419054,34.9,-55.87031794602942,7.0,73180.8,2052650.999999776,0.03565184729406411,8,0.0,complete,1788419051326,1788419139836,3611599.8263125,2212128.21241274,0.2403051111923302,34.9,35.2,0.8595988538682153,0.0,0.8522727272727394,100.0,-0.7696753865176291,-96.96749444847823,-31.499782123990073,0.0,0.0,-2.4624341619441057,-98.52706250325343,3.2071219972242826,0.12061195342754871,0.0,-120.47910281204118,-96.6343244070276,11277.070169867864,0.1962725081767971,0.287356321839094,,,,,,-0.7696753865176291,-2340031.599999617,-943910.2718420369,0.0,0.0,falling,falling,sell_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-MOODENG,2026-09-03T16:04:14.534971+09:00,1788419054,54.0,-50.16337138551788,10.0,185286.750574876,59999.999999855005,3.088112509588729,11,0.0,complete,1788419058064,1788419244770,1024403.6388911,1225835.91236772,-0.08951592436633492,53.5,54.3,1.495327102803734,0.9345794392523255,0.5524861878452987,37.500000000000554,,,,0.0,0.0,1.7626425627555038,-81.8971681947632,-92.22995942151938,0.0011955317297775991,0.18552875695732052,,92.9568126777361,,0.08596678507569777,-0.1848428835489857,,,,,,,185286.750574876,59999.999999855005,0.0,0.0,rising,rising,buy_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-MORPHO,2026-09-03T16:04:14.534971+09:00,1788419054,3484.0,,,5637023.6037021,8945669.88021595,0.6301399089372636,29,0.0,complete,1788418389928,1788419287049,18796.35770823,6443.67629919,0.48940827121740765,3465.0,3491.0,0.7503607503607457,0.5483405483405424,0.20051561157261533,26.923076923077264,0.5589637799146667,2454.7816885500292,188.5699961386011,,0.2013229795800875,0.4354333526714632,1874.4382399566823,510.0804992812286,,1.0147868947520955,0.5572671840528214,909.0968180678143,16.697313980383164,,0.9855072463768044,,,,,,0.5589637799146667,5416377.60373404,5845669.8802439105,,0.2013229795800875,rising,rising,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-MOVE,2026-09-03T16:04:14.534971+09:00,1788419054,11.8,-56.33337901184032,6.0,4776861.52428612,12945926.975551464,0.36898566887541384,23,0.0,complete,1788418298857,1788419068223,31893206.88879454,45780473.09095907,-0.1787898578486867,11.7,12.0,2.564102564102577,0.8547008547008739,1.6666666666666607,66.66666666666609,-30.385440516542076,-25.04786616103436,6147.15283554362,0.018957335066829728,0.8547008547008739,0.3025847174072134,133.9631789780159,-57.8970702574615,0.11114347485872145,0.0,-27.008705362875062,48.336936449946435,10906.180340554787,0.1836290781523502,0.0,,,,,,-30.385440516542076,-1596354.6599911526,12738697.741429085,0.018957335066829728,0.8547008547008739,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-MTL,2026-09-03T16:04:14.534971+09:00,1788419054,319.0,-82.8487081091011,12.0,104999.99999858,0.0,,2,0.0,complete,1788418723736,1788419167101,111459.60900057,220367.69064507,-0.32820711786162104,316.0,323.0,2.215189873417711,0.9493670886076,1.238390092879257,57.14285714285672,,,,0.0023778858507625955,0.0,,1999.9999987955998,,0.0023778858507625955,0.0,,1999.9999987955998,,0.002496780143360411,0.3144654088050425,,,,,,,104999.99999858,0.0,0.0023778858507625955,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-MVL,2026-09-03T16:04:14.534971+09:00,1788419054,1.25,272.140465429886,13.0,535646.8914999999,0.0,,5,0.0,complete,1788419164148,1788419164387,171395172.60734117,160090789.30039054,0.034102147921718555,1.25,1.26,0.8000000000000007,0.0,0.7936507936507943,100.0,,2163.5357110400887,,0.0,0.0,,971.8294298915667,,0.016557164606012975,0.0,,,,0.016557164606012975,0.0,,,,,,,511982.7235839624,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-NCT,2026-09-03T16:04:14.534971+09:00,1788419054,15.6,,,99999.9999999,0.0,,1,0.0,complete,1788418690523,1788418690523,25818957.58331818,24384658.18507135,0.0285696433672001,15.6,15.8,1.2820512820512997,0.0,1.2658227848101333,100.0,,-49.653873622383784,-100.0,,0.0,,-53.47388407148571,-100.0,,0.6451612903225712,,-98.93510894848473,,,0.0,,,,,,,-98625.01287568797,-17517.462491665,,0.0,falling,falling,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-NEAR,2026-09-03T16:04:14.534971+09:00,1788419054,2607.0,-4.055075949246268,12.0,24128129.770491563,17949234.45963373,1.3442428324591575,54,0.0,complete,1788418160124,1788419125620,60033.38310409,80969.52215283,-0.14848019628100906,2597.0,2628.0,1.1936850211782923,0.3850596842510656,0.7990867579908676,67.74193548387066,-1.311811334542813,186.1526589504773,465.40153598118684,0.025119143131368205,-0.34403669724770714,-0.8047821330410687,3653.071208944175,5899.9901286929135,0.07153413514994167,-0.07665772326561626,1.0192986606540129,93.83505345889857,-53.14420178251431,0.09167201115378631,-0.03834355828220559,,,,,,-1.311811334542813,15696221.481053906,14774634.93745787,0.025119143131368205,-0.34403669724770714,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-NEO,2026-09-03T16:04:14.534971+09:00,1788419054,2812.0,-74.64143986971432,11.0,2433535.15481822,1776783.3830474901,1.3696296228549185,21,0.0,complete,1788418317397,1788419113298,8408.76770118,8883.32684645,-0.027443705212393758,2760.0,2828.0,2.463768115942022,1.8840579710144967,0.5657708628005658,23.52941176470551,0.973412355101435,8.275070936978723,-68.6773328667931,0.032054203955766525,-0.24831500532103146,0.5129516646865379,422.3684607489278,226.73179588008523,0.391247605461885,-0.31903580290677525,-2.3882323609300395,-57.69070827250644,16.084287525998665,0.4219741240340653,-0.46017699115044053,,,,,,0.973412355101435,185986.26497758972,-3895732.866897979,0.032054203955766525,-0.24831500532103146,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-NEWT,2026-09-03T16:04:14.534971+09:00,1788419054,55.1,246.1919710150301,6.0,0.0,0.0,,0,0.0,complete,,,1544117.34145235,709089.32159802,0.37059539790454765,55.0,55.6,1.090909090909098,0.1818181818181941,0.8992805755395683,83.33333333333232,,,,0.0,0.0,,-100.0,-100.0,0.0022089158397307074,0.0,,-100.0,-100.0,0.22382780047979622,-0.18115942028985588,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-NXPC,2026-09-03T16:04:14.534971+09:00,1788419054,275.0,-32.15585560482417,4.0,86179.87615008,0.0,,4,0.0,complete,1788419057979,1788419063446,442646.54171966,193918.17080421,0.3907354052493495,274.0,278.0,1.4598540145985384,0.36496350364962904,1.079136690647482,75.00000000000038,,,,0.0,0.0,,-13.820123845231812,-100.0,0.0006534430162830063,0.0,,,,0.0094638116581649,-0.36231884057971175,,,,,,,86179.87615008,0.0,0.0,0.0,rising,flat_or_na,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-O,2026-09-03T16:04:14.534971+09:00,1788419054,737.0,,,4641677.76167072,7606726.494431062,0.610207001010083,36,0.0,complete,1788418229383,1788419143077,53258.03698663,128350.32500966,-0.4134847492571076,758.0,764.0,0.79155672823219,-2.770448548812665,3.5340314136125657,450.0,-20.235752247463115,-28.60911003090376,2338.8635013111284,,-0.27063599458727605,,124.0191969918301,,,-0.5398110661268607,0.610207001010083,,2990.5765421555457,,-0.5398110661268607,,,,,,-20.235752247463115,-1860101.05587871,7294830.134083642,,-0.27063599458727605,falling,rising,sell_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-ONDO,2026-09-03T16:04:14.534971+09:00,1788419054,484.0,-35.222185891319654,7.0,228406818.6132449,39573671.558300994,5.771686316159719,180,0.0,complete,1788418155628,1788419240716,4791863.86901968,2659004.39776544,0.2862564998984367,479.0,487.0,1.6701461377870652,1.0438413361169019,0.6160164271047228,37.50000000000083,3.9681477996005574,376.2234942311105,48.810480557729164,0.07860396921198287,0.20703933747412417,4.586089488363166,645.2042023860987,53.07688083046713,0.14551015997660954,0.4149377593360981,4.849804686177337,1037.926979015146,81.75519609898012,0.2053461280618336,0.6237006237006293,,,,,,3.9681477996005574,180444712.2954916,12980335.248934742,0.07860396921198287,0.20703933747412417,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ONG,2026-09-03T16:04:14.534971+09:00,1788419054,129.0,-72.62529829676302,6.0,59209633.78028246,113027986.35325512,0.5238493198952515,132,0.0,complete,1788418178883,1788419304952,7025633.85445362,7223260.69963165,-0.013869626477190068,140.0,143.0,2.1428571428571352,-7.857142857142863,9.79020979020979,466.6666666666682,0.3415022654541497,259.7811283871169,25.23644970657781,0.0338330040670769,-0.7692307692307665,0.3011691582224055,158.8536324281956,10.034635017260364,0.0845440463507714,-0.7692307692307665,-3.030398844547854,5.123016842382566,613.2457282324453,0.09832285451149403,-0.7692307692307665,,,,,,0.3415022654541497,42752507.73653562,22776317.116324857,0.0338330040670769,-0.7692307692307665,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ONT,2026-09-03T16:04:14.534971+09:00,1788419054,71.8,-81.23972156630447,8.0,1320665.079953013,2634415.6042472203,0.5013123509532167,35,0.0,complete,1788418161903,1788419102395,1638567.2261106,1981550.18867035,-0.0947436017294217,72.0,72.8,1.1111111111111072,-0.2777777777777768,1.3736263736263736,125.0,0.2940774611879353,249.86510709766657,44.62890603880114,0.0037976509063639696,-0.13908205841447474,0.07329263254265439,-59.60127408979763,-65.50762961384933,0.006091687225421083,-0.6915629322268302,0.24731488322654632,63.43965440903834,-17.1908326872801,0.016692721160467272,-0.4160887656033285,,,,,,0.2940774611879353,943186.716675036,812915.5484143584,0.0037976509063639696,-0.13908205841447474,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-OP,2026-09-03T16:04:14.534971+09:00,1788419054,136.0,131.0016981607585,13.0,14117787.80002936,0.0,,12,0.0,complete,1788418260882,1788419078315,1442595.24611159,1413261.94923143,0.010271275793479142,137.0,138.0,0.7299270072992803,-0.7299270072992692,1.4492753623188406,199.9999999999985,,7.051405985856651,,0.5922709397373183,0.0,,4580.799766612148,,1.1895965449621997,0.0,,4965.684013990108,-100.0,1.2032220220510226,0.0,,,,,,,929929.4342134409,0.0,0.5922709397373183,0.0,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-OPEN,2026-09-03T16:04:14.534971+09:00,1788419054,161.0,403.7537782947263,4.0,6715324.3633130295,0.0,,27,0.0,complete,1788418320954,1788419177502,1281529.13774197,1618003.06608922,-0.11604421151200278,162.0,162.0,0.0,-0.6172839506172867,0.6172839506172839,,,144.49510298087677,-100.0,0.1613931555843351,0.0,,-11.407808711086053,-100.0,1.2059284981480118,0.6250000000000089,,516.2867030076131,-100.0,1.3060212405091534,1.2578616352201255,,,,,,,3968715.4204589594,-232142.6164448,0.1613931555843351,0.0,rising,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-OPG,2026-09-03T16:04:14.534971+09:00,1788419054,136.0,,,0.0,4879816.0,0.0,6,0.0,complete,1788418364353,1788418745925,590548.70157524,1547519.20805622,-0.44758658140373736,138.0,138.0,0.0,-1.449275362318836,1.4492753623188406,,0.0,,54.999016205658236,,0.0,0.0,,3134.1556705859766,,0.0,,,,,0.7407407407407307,,,,,,0.0,0.0,1731527.6305271992,,0.0,flat_or_na,rising,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-ORBS,2026-09-03T16:04:14.534971+09:00,1788419054,8.4,-87.53207671914237,11.0,2074146.6276519923,5782654.783265141,0.35868415207051974,56,0.0,complete,1788419163798,1788419235825,3293014.13975337,8481632.86348152,-0.4406602356998612,8.27,8.52,3.022974607013307,1.5719467956469169,1.408450704225343,48.000000000000085,-0.6979854331958011,637.9981728541497,2074.113962759578,0.0,0.0,-0.009591424316129415,119.70200422266993,125.57696450022742,0.017132937399495063,0.0,-1.9500122483599023,96.23749865612083,1163.0968058153367,0.029307772159413048,-0.23752969121139111,,,,,,-0.6979854331958011,1793096.2532817693,5516677.245642169,0.0,0.0,rising,rising,sell_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-ORCA,2026-09-03T16:04:14.534971+09:00,1788419054,1719.0,308.63134244520813,13.0,8477845.7796479,1730271.4871943598,4.8997199817438775,20,0.0,complete,1788418674108,1788419059919,33454.17307284,23180.68606216,0.18139865036463115,1714.0,1726.0,0.7001166861143604,0.29171528588098905,0.4055619930475087,58.33333333333254,,,,0.15324711537721214,-0.2321532211259414,4.699893634951212,1130.5055082142048,-49.816025950286644,0.18995858271222232,0.0,4.79966308166576,47766.21365393451,877.4731973529924,0.37056639878119313,0.0,,,,,,,8477845.7796479,1730271.4871943598,0.15324711537721214,-0.2321532211259414,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-ORDER,2026-09-03T16:04:14.534971+09:00,1788419054,46.5,46.41493780452082,9.0,158336.083396168,965386.863714385,0.16401309086282803,10,0.0,complete,1788418209410,1788419100500,898046.74984412,1504923.98846054,-0.25255290417917575,47.0,49.8,5.957446808510625,-1.0638297872340385,6.626506024096381,117.85714285714282,0.10839751206813503,218.13735386153127,7.877932048844549,0.021332386239429013,-0.6410256410256387,-2.0751745993670117,-94.33298316919988,-22.631088402170352,0.11670791489109433,-0.4282655246252709,-2.9907441043782335,-0.8098188691496033,1807.9022044741855,0.14359389204749817,-0.6410256410256387,,,,,,0.10839751206813503,108566.35925837199,70498.68280516902,0.021332386239429013,-0.6410256410256387,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-PENDLE,2026-09-03T16:04:14.534971+09:00,1788419054,2565.0,89.14622107759212,11.0,584914.70130248,50394.011018380006,11.606829650633413,8,0.0,complete,1788418281351,1788419149371,24965.74801309,22198.11978849,0.058681112334626744,2549.0,2565.0,0.6276971361318218,0.6276971361318218,0.0,0.0,,1110.2946355074428,,0.03826518764111597,0.4700352526439522,11.262464822656321,663.6959150051964,-77.34178752393245,0.0553642881246077,0.4700352526439522,-1.5557066086091922,-87.32125371185401,-85.62187412388256,0.061073924433884486,0.7858546168958647,,,,,,,536586.4113024799,50394.011018380006,0.03826518764111597,0.4700352526439522,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-PENGU,2026-09-03T16:04:14.534971+09:00,1788419054,11.5,-47.41367542033228,8.0,9539293.3533233,2216479.33949212,4.303804318568165,3,0.0,complete,1788418197015,1788418595389,70332872.80727907,80974954.00866802,-0.07033397693520593,11.5,11.6,0.8695652173912993,0.0,0.8620689655172384,100.0,,-90.60539998914692,,0.33784110079805174,0.0,4.292458056415524,23748.23338334402,-37.128110895429764,0.5329646122084029,0.8771929824561431,2.6482638373792744,-84.33850393504447,-93.97550659549027,0.5351042213086217,0.0,,,,,,,-92000882.3040018,2216479.33949212,0.33784110079805174,0.0,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-PEPE,2026-09-03T16:04:14.534971+09:00,1788419054,0.00475,-29.72409141175674,8.0,1169280.4178554749,6990003.499583609,0.16727894598695525,34,0.0,complete,1788418230463,1788419063395,85812445320.51045,38780550660.338776,0.37748425816328224,0.00472,0.00478,1.2711864406779627,0.6355932203389703,0.6276150627615169,50.000000000000874,-0.43345070339902614,-38.09572778710657,122.30969667184412,0.05308947858035751,0.21097046413500742,0.07292189210724821,518.9515499203121,249.13207038806556,0.10265815629827202,0.0,-1.0798463329074235,-92.66232681161264,-45.29498217775121,0.1533462502277807,0.0,,,,,,-0.43345070339902614,-719572.1218113059,3845739.617157601,0.05308947858035751,0.21097046413500742,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PIEVERSE,2026-09-03T16:04:14.534971+09:00,1788419054,1523.0,-42.31313003202784,7.0,281650.25634941,1265678.40940927,0.2225290834192744,17,0.0,complete,1788418321584,1788418973887,64173.9703419,61575.29493835,0.02066553150635499,1538.0,1578.0,2.6007802340702213,-0.975292587776333,3.4854245880861847,137.5,-12.764461796937047,-76.99631753379563,1242.5149190064592,0.017164916767058003,0.6609385327164485,0.2104447248974027,1070.3243430302011,-36.44597492272804,0.08228755541463073,1.3306719893546148,0.1198765520682106,-63.87117605490109,-83.33379540456014,0.09777379650905971,0.9946949602122057,,,,,,-12.764461796937047,-942720.0450716501,1171401.73572091,0.017164916767058003,0.6609385327164485,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-PLUME,2026-09-03T16:04:14.534971+09:00,1788419054,19.3,5.0097567515427155,6.0,5786649.307764657,6949028.187476842,0.8327278508084108,27,0.0,complete,1788418168923,1788419080638,8420174.83187232,13094270.70605303,-0.21725383840086804,19.3,19.6,1.5544041450777257,0.0,1.5306122448979627,100.0,0.6984120487557987,40.17223903485569,-77.3907565440503,0.6901051577788087,0.0,0.8327278508084108,,246.11420815561814,0.6902318922453299,-0.5154639175257603,0.6399949836933307,9193.128855198156,2050.872421275971,0.7245749130553758,-0.5154639175257603,,,,,,0.6984120487557987,1658407.2624009317,-23786313.31572672,0.6901051577788087,0.0,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-POKT,2026-09-03T16:04:14.534971+09:00,1788419054,10.7,237.46229495262762,8.0,1256497.0596797392,731381.1227239402,1.7179785212394716,37,0.0,complete,1788418163170,1788419205711,19081166.74817662,58490020.02829243,-0.5080346829509943,10.8,11.5,6.481481481481466,-0.9259259259259411,6.956521739130441,114.28571428571455,1.4143546003032252,378.9959119392295,-15.345497573220579,0.13204575322805567,0.0,1.7048985757268855,609.9191906596159,-94.59498229030963,1.3971892531561991,-0.9259259259259411,0.8425016765489294,-83.28421236266801,-91.48168336430052,1.5790769201002774,0.0,,,,,,1.4143546003032252,994178.1069787082,-132578.9759802448,0.13204575322805567,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-POL,2026-09-03T16:04:14.534971+09:00,1788419054,129.0,-6.507200319566819,7.0,2635530.12952857,12530580.571071837,0.21032785468958784,34,0.0,complete,1788418215855,1788419153193,6770207.79472717,4178541.06215193,0.23670893966545736,128.0,130.0,1.5625,0.78125,0.7692307692307693,50.0,0.18501521808586177,2279.147218014303,186.32673996148168,0.1159742263682988,0.78125,-0.14584930280930228,327.3147562024614,623.630997169385,0.26513511363659426,0.0,-8.188089588762484,-60.32992052994105,1484.0312159137247,0.2909704481909525,0.0,,,,,,0.18501521808586177,2524753.87703049,8154258.411025757,0.1159742263682988,0.78125,rising,rising,sell_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-POLYX,2026-09-03T16:04:14.534971+09:00,1788419054,49.1,-64.26408655167934,9.0,6142928.474809724,30000.000000444,204.76428249062695,9,0.0,complete,1788419058663,1788419256884,965934.18053042,2956653.33258555,-0.5075015268362414,48.0,49.6,3.3333333333333437,2.2916666666666696,1.0080645161290323,31.25000000000012,201.88818032936797,-8.946777346826762,-98.72107397209582,0.0,0.0,204.76428249062695,,-97.6656633410886,0.206360681127137,0.0,204.5872395281774,1627.3112952709362,-98.50653490409715,0.21392589457461497,-0.20325203252032908,,,,,,201.88818032936797,-603596.5748400595,-2315718.1530350326,0.0,0.0,falling,falling,buy_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
