market,snapshot_kst,snapshot_epoch,price,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-DEEP,2026-09-03T16:04:14.534971+09:00,1788419054,20.6,-4.609734067250015,6.0,5153332.407533246,616460.3315227501,8.359552341030179,27,0.0,complete,1788418224046,1788419265772,6450811.02917421,11841279.75442734,-0.29468849619342397,20.4,21.0,2.941176470588247,0.9803921568627638,1.904761904761898,66.66666666666616,,137.29545790747707,,0.22585301499338328,0.0,-12.975338178273278,-28.069094858239964,83.57896733555627,0.6066499663142881,-0.48309178743960457,7.88619228915688,533.7672953831448,-64.11289653086905,0.8176435872989227,0.9803921568627638,,,,,,,2981637.9077832503,616460.3315227501,0.22585301499338328,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-DKA,2026-09-03T16:04:14.534971+09:00,1788419054,4.93,125.11318349780831,8.0,684070.0500346725,0.0,,7,0.0,complete,1788418708785,1788418771269,21126366.61699497,15163440.33185455,0.16431408118387522,4.93,5.05,2.4340770791074995,0.0,2.3762376237623783,100.0,,,,0.015252718265344356,0.20325203252031798,,176.18055986105762,-100.0,0.0591845157899229,0.40733197556006573,,-5.863525349906151,-100.0,0.06347678224710762,0.6122448979591688,,,,,,,684070.0500346725,0.0,0.015252718265344356,0.20325203252031798,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-DOGE,2026-09-03T16:04:14.534971+09:00,1788419054,114.0,-40.680281435333065,11.0,347002488.733545,21428877.635929707,16.19321807838071,233,0.0,complete,1788418155242,1788419077908,102726791.63298155,91382480.81780583,0.05844291038725034,112.0,115.0,2.678571428571419,1.7857142857142794,0.8695652173913043,33.33333333333333,-16.72022975497824,91.04477728520821,288.3071468917784,0.18924081167697437,0.0,15.690455471506448,7168.614139409376,125.67394420331341,0.2543158957464726,0.0,9.074785014093298,658.7214920694585,233.52901996320142,0.276440265723366,0.8849557522123908,,,,,,-16.72022975497824,165368374.64545894,15910339.590092,0.18924081167697437,0.0,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-DOOD,2026-09-03T16:04:14.534971+09:00,1788419054,1.84,-15.064555093467735,6.0,8096051.974012969,3012420.9888000004,2.6875566211076083,44,0.0,complete,1788418496888,1788418993434,52555987.75777542,97239210.94597924,-0.2982954298593538,1.83,1.85,1.0928961748633892,0.5464480874316946,0.540540540540541,50.0,,5643.102769392757,,0.2612581386438819,-0.5405405405405461,1.9708139074068822,208.86999267053383,-17.62766410622987,0.337191095852841,0.0,-6.672809956344592,268.8514746932762,1184.6557310260514,0.4638364907373358,0.5464480874316946,,,,,,,7955081.974012969,3012420.9888000004,0.2612581386438819,-0.5405405405405461,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-DOS,2026-09-03T16:04:14.534971+09:00,1788419054,317.0,,,19744546.445506956,11159964.717679737,1.7692301853094061,69,0.0,complete,1788418491245,1788419115110,834355.76357665,732304.09916062,0.06513964316269974,326.0,332.0,1.8404907975460016,-2.7607361963190136,4.518072289156627,250.00000000000063,-0.609776670773184,165.47157838784878,256.9680815553748,,-0.3144654088050314,0.6423542881452564,-33.792802476573634,-57.83064536913963,,0.6349206349206327,0.26952013811415254,-10.154641933269392,-23.841460932927117,,-0.6269592476489061,,,,,,-0.609776670773184,12307009.604308628,8033644.664342267,,-0.3144654088050314,rising,rising,buy_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-DOT,2026-09-03T16:04:14.534971+09:00,1788419054,1203.0,-42.58089762819509,9.0,8753139.1728249,991215.3610551,8.830713805229587,21,0.0,complete,1788418728502,1788419120586,75157.66760534,65139.20096392,0.07140905384124245,1195.0,1219.0,2.0083682008368298,0.6694560669456173,1.3125512715340444,66.6666666666663,5.332205578620023,992.5063683165586,332.8237333334627,0.0008869288842845435,0.08319467554076532,5.181794115333867,33.194139674428214,-44.96314459325793,0.17980283088648008,-0.41390728476821126,7.752003041623751,145.9588694416416,-69.95503583029736,0.3330018275048019,-0.08305647840531893,,,,,,5.332205578620023,7951941.172824901,762204.03734115,0.0008869288842845435,0.08319467554076532,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-DRV,2026-09-03T16:04:14.534971+09:00,1788419054,198.0,,,0.0,0.0,,0,0.0,complete,,,476726.23889717,409881.80683533,0.07539344176220995,198.0,199.0,0.5050505050504972,0.0,0.5025125628140703,100.0,,,,,0.0,,,,,0.0,,-100.0,,,0.0,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-EDGE,2026-09-03T16:04:14.534971+09:00,1788419054,93.2,-42.776638351595345,8.0,941642.275576304,139436.733894,6.753186547614789,6,0.0,complete,1788419188126,1788419188521,193833.11317922,276089.88327881,-0.17504308305741015,93.0,93.7,0.7526881720430145,0.21505376344086446,0.5336179295624333,71.428571428571,,,,0.0,0.0,6.753186547614789,,-64.00257471465636,0.04473492808991608,0.10741138560688146,-21.1391277474683,-73.39351806466914,9.891286312653813,0.04473492808991608,0.10741138560688146,,,,,,,941642.275576304,139436.733894,0.0,0.0,rising,rising,buy_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-EGLD,2026-09-03T16:04:14.534971+09:00,1788419054,7160.0,2347.156131890809,8.0,7093507.811946199,24089034.475688644,0.2944704080649299,71,0.0,complete,1788418171049,1788419125117,4521.14097205,6613.94463403,-0.18794679592200747,7305.0,7490.0,2.532511978097185,-1.9849418206707714,4.405874499332444,178.37837837837859,-0.44582533739086944,-78.81078568678603,-46.73052104385088,2.949598262149266,-0.6245662734212343,-0.3834747343788088,-84.72252135610658,-64.82739130401264,39.58367317525199,-2.452316076294281,-0.4116097270929608,-88.52384052708302,-72.4825041504883,52.43350206173409,-2.5850340136054473,,,,,,-0.44582533739086944,-26383466.40282005,-21132046.991089895,2.949598262149266,-0.6245662734212343,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ELF,2026-09-03T16:04:14.534971+09:00,1788419054,88.4,-56.41258580583002,12.0,17896.414113097002,2751622.4775676094,0.006503949672964276,7,0.0,complete,1788418260974,1788419227547,1262464.62307414,705251.03730038,0.2831778986135142,88.7,90.0,1.465614430665152,-0.33821871476887866,1.7777777777777715,123.07692307692291,-0.0010857451897905521,-17.077173748072205,-3.23434527399602,0.07023177536606795,0.22675736961450532,-1.0194830567080073,190.71866084721972,45760.374624605785,0.07323023335412415,0.34052213393871433,0.006503949672964276,,1461.6472630917192,0.0777146539323681,0.34052213393871433,,,,,,-0.0010857451897905521,-3685.5976465189997,-91971.65235270606,0.07023177536606795,0.22675736961450532,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ELSA,2026-09-03T16:04:14.534971+09:00,1788419054,63.0,3.4869349130355776,5.0,463253.510054686,0.0,,15,0.0,complete,1788419068453,1788419154958,577765.57594263,1081638.9124664,-0.3036470854715257,63.3,63.4,0.15797788309637184,-0.4739336492890933,0.6309148264984206,399.99999999998596,,315.85888678421463,-100.0,0.0,0.0,,1332.4616748152666,,0.017398339167162824,0.0,,,-100.0,0.019096261446849283,-0.15847860538827918,,,,,,,351856.705807705,-9982.737509279,0.0,0.0,rising,falling,buy_only,flat_or_na,neutral,False,False,False,pass
KRW-ENA,2026-09-03T16:04:14.534971+09:00,1788419054,209.0,-51.109147446834136,6.0,239446563.70353946,31972712.70720796,7.489091272807715,109,0.0,complete,1788418177115,1788419222530,7012350.92276094,6093062.98260569,0.07014566245624675,206.0,211.0,2.4271844660194164,1.4563106796116498,0.9478672985781991,40.0,6.906609257387676,1372.5013065277633,14.527316798660506,0.040577477503923376,0.48076923076922906,3.1092968107338184,92.92842161669167,12.829020476959997,0.1590614795338965,0.9661835748792313,5.246677415928371,378.4592492329974,43.26219448383382,0.1957794466843623,0.48076923076922906,,,,,,6.906609257387676,223185351.3947934,4055606.4648464806,0.040577477503923376,0.48076923076922906,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ENS,2026-09-03T16:04:14.534971+09:00,1788419054,7525.0,-1.537896632906488,8.0,16060166.354147596,23354539.376052897,0.6876678702820082,84,0.0,complete,1788418197180,1788419204316,15947.86389004,12505.30251124,0.12099044901537333,7435.0,7610.0,2.353732347007398,1.2104909213180859,1.1169513797634691,48.57142857142876,0.06707304949768589,117.36318790502236,96.16223830220099,0.17138062038697388,-0.19893899204244114,0.5047681014205844,128.290324509877,-39.28137493317409,0.2578917211202847,-0.2650762094102088,0.09147098160550005,459.21609436018196,384.83128260542793,0.4712160654360864,0.06648936170212671,,,,,,0.06707304949768589,8671534.21779655,11448812.98437415,0.17138062038697388,-0.19893899204244114,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ENSO,2026-09-03T16:04:14.534971+09:00,1788419054,1178.0,20.629351558145803,4.0,9624210.11474446,0.0,,26,0.0,complete,1788418367699,1788419312429,155401.95664393,60128.53847435,0.44204147592801346,1184.0,1188.0,0.33783783783782884,-0.5067567567567544,0.8417508417508417,250.0000000000033,,805.5118540959041,,0.06342630219502254,0.5119453924914641,,56.3955431641527,-100.0,0.15310997618041,0.5977796754910392,,23.149007131147137,-100.0,0.29715178285789534,0.5119453924914641,,,,,,,8561362.613498481,0.0,0.06342630219502254,0.5119453924914641,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-ERA,2026-09-03T16:04:14.534971+09:00,1788419054,79.5,134.90140964178033,7.0,9480609.351956088,9830522.857043061,0.9644054024210647,32,0.0,complete,1788418276458,1788419058779,1189483.15918369,856915.74872585,0.16251348120468262,80.7,80.7,0.0,-1.486988847583648,1.4869888475836466,,-0.6479552182568071,66.97439320674448,179.15950656464003,0.14689022802738805,0.0,0.9644054024210647,,260.89095651076775,0.24198642148627414,-0.12562814070351536,-0.0013912978193558745,9.71670670563405,9.874989326618188,0.4165578586190293,-0.3759398496240518,,,,,,-0.6479552182568071,3802727.15105036,6309051.2159665,0.14689022802738805,0.0,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ESP,2026-09-03T16:04:14.534971+09:00,1788419054,117.0,-58.55891131773225,6.0,4830740.767081851,948000.44137608,5.0957157362392556,32,0.0,complete,1788418190067,1788419131242,1511783.73180908,1591277.70666528,-0.025617918443562513,114.0,117.0,2.6315789473684292,2.6315789473684292,0.0,0.0,-27.603828313025772,-57.740246117116016,171.18362858763314,0.09116390702313026,0.0,5.0957157362392556,,651.6965768121428,0.32349882558892773,1.7391304347825987,,,,0.32349882558892773,1.7391304347825987,,,,,,-27.603828313025772,-6600326.201432589,598421.65363236,0.09116390702313026,0.0,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-ETC,2026-09-03T16:04:14.534971+09:00,1788419054,10090.0,-44.626771756954156,11.0,9004548.034520801,9690154.1746062,0.9292471381020868,53,0.0,complete,1788418183329,1788419112941,11334.1346026,12334.72848953,-0.04227469156567569,10010.0,10150.0,1.3986013986013957,0.7992007992007943,0.5911330049261084,42.85714285714308,-5.869155483806981,79.11637899435733,1210.4213192081097,0.14688502101304834,-0.39486673247778326,0.1868918837735124,82.49535272021573,45.79155364319804,0.1618643557671149,-0.29644268774703386,-1.3537643588238182,987.3415656783756,2571.4242032526213,0.2530687880841427,-0.0990099009900991,,,,,,-5.869155483806981,3977342.7699456,8950685.5752658,0.14688502101304834,-0.39486673247778326,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ETH,2026-09-03T16:04:14.534971+09:00,1788419054,3312000.0,-40.681163365169525,5.0,677740584.3031894,467795629.2489699,1.4487963160136383,933,0.0,complete,1788418154969,1788419150300,352.81774932,306.76272306,0.06982472675974956,3294000.0,3314000.0,0.6071645415907767,0.5464480874316946,0.06035003017501509,10.000000000000732,0.27176786930104724,114.19948853628345,74.01955574555717,0.09810913674669308,0.09066183136898776,-1.8966697194184412,185.46620139075887,559.1799485274282,0.2165879071725385,0.27247956403269047,1.0226304717055432,360.58935780968085,35.483125116145175,0.27524151791391915,0.363636363636366,,,,,,0.27176786930104724,361334327.25071925,198977778.72361994,0.09810913674669308,0.09066183136898776,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-ETHFI,2026-09-03T16:04:14.534971+09:00,1788419054,785.0,-28.69005306582738,6.0,0.0,16898357.075020753,0.0,6,0.0,complete,1788418379423,1788418802806,136655.02301201,120671.27772526,0.06211469733546354,772.0,792.0,2.590673575129543,1.6839378238342029,0.8838383838383838,35.0,-0.01883854711906568,-100.0,216.7225011138105,0.4178731531600519,-0.2541296060991072,-0.8684019386897669,-100.0,21552.525408969803,0.565917746215284,-0.8838383838383868,-0.9498120525253847,-100.0,430.9455868398909,0.5717686882411037,-0.12722646310432406,,,,,,-0.01883854711906568,-100510.85567747,11562974.519125702,0.4178731531600519,-0.2541296060991072,falling,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-EUL,2026-09-03T16:04:14.534971+09:00,1788419054,1836.0,,,1314057.0262265,236627.49999248,5.553272659637027,10,0.0,complete,1788418391768,1788419058393,36450.85813066,41293.34504058,-0.06228743382003543,1860.0,1886.0,1.3978494623655857,-1.2903225806451646,2.651113467656416,192.30769230769292,5.529115798563717,1586.7817683789895,-92.66246133817852,,-0.10881392818280489,4.658733231459538,-20.55645843418189,-87.20297298542397,,-0.7567567567567601,-9.643305502114929,-71.59259431166505,-22.262891204121825,,-0.8103727714748765,,,,,,5.529115798563717,1236153.82316489,-2988261.8109653597,,-0.10881392818280489,rising,falling,buy_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-EURC,2026-09-03T16:04:14.534971+09:00,1788419054,1595.0,,,0.0,0.0,,0,0.0,complete,,,18905.54916027,83435.13954866,-0.6305369956217551,1588.0,1596.0,0.5037783375314797,0.4408060453400475,0.06265664160401002,12.49999999999945,,,,,0.0,,-100.0,,,0.06273525721456341,,-100.0,-100.0,,0.06273525721456341,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-F,2026-09-03T16:04:14.534971+09:00,1788419054,4.59,378.26350651269917,11.0,9607393.68316916,7581917.732278536,1.267145598569021,44,0.0,complete,1788418259169,1788419061081,7450522.29625954,8067805.36187091,-0.039777679606343375,4.62,4.63,0.21645021645020357,-0.6493506493506551,0.8639308855291584,400.0000000000205,-1.3341850142731315,-16.29851928225858,71.83125946786606,1.3351303500049312,-0.21739130434782483,1.1424605040329745,1053.7729704142484,13.529409762930156,3.222172245838692,0.6578947368421018,0.6215465364740514,100.07067983209663,1.9341766235625668,3.920584703878376,-0.4338394793926392,,,,,,-1.3341850142731315,-1870770.8615743965,3169497.224066862,1.3351303500049312,-0.21739130434782483,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-FCT2,2026-09-03T16:04:14.534971+09:00,1788419054,9.89,-8.78150197346047,6.0,0.0,0.0,,0,0.0,complete,,,9713797.56448668,26711427.36362837,-0.4666444704922593,10.1,10.2,0.990099009900991,-2.07920792079207,3.0392156862744977,309.9999999999989,,,-100.0,0.0,0.0,,,,0.008227253028447734,-0.10101010101010166,,-100.0,-100.0,0.008227253028447734,-0.10101010101010166,,,,,,,0.0,-215752.12393794872,0.0,0.0,flat_or_na,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-FF,2026-09-03T16:04:14.534971+09:00,1788419054,138.0,26.184568802178386,10.0,333102084.914536,373328535.43145466,0.8922491942105923,1438,0.0,complete,1788418324519,1788419122736,2568773.15591487,1768071.94622031,0.18462757853637593,145.0,151.0,4.137931034482767,-4.82758620689655,8.609271523178808,216.66666666666637,0.5905849259975332,12994.276403576836,4327.098768701405,2.7262298702618963,-7.9999999999999964,-1.088780031704837,3386.555569031149,7641.0756152486865,2.8790846247071826,-8.609271523178808,0.00275355390070231,15041.003859748196,14994.277484976352,2.916306149842928,-7.9999999999999964,,,,,,0.5905849259975332,330558209.4482785,364895732.0327412,2.7262298702618963,-7.9999999999999964,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-FIL,2026-09-03T16:04:14.534971+09:00,1788419054,1111.0,88.77762790111036,13.0,594020.36228059,8011630.09018777,0.07414475650942938,16,0.0,complete,1788418174660,1788419054767,84510.92721329,97417.73021112,-0.07094430960220044,1102.0,1146.0,3.992740471869327,0.8166969147005432,3.054101221640489,79.54545454545458,-0.044451467023681204,36.50132803313271,118.33697720654159,0.1343296080572287,0.09009009009008917,-0.970120372444501,-85.24782373833438,107.7717153778798,0.2920907269095636,-0.8035714285714257,-3.722295484810097,-86.59143025565787,586.5601311872417,0.3569877036102156,-0.8035714285714257,,,,,,-0.044451467023681204,158844.84359522996,4342242.434147741,0.1343296080572287,0.09009009009008917,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-FLOCK,2026-09-03T16:04:14.534971+09:00,1788419054,50.5,3216.4529642862512,12.0,25884898.637353122,12377960.59336513,2.0912086803078065,75,0.0,complete,1788418183597,1788419262692,2620612.90955958,1320777.14461638,0.3297912023617163,52.7,52.7,0.0,-4.174573055028463,4.174573055028468,,1.7207013382448484,96.0465053072972,-65.26570002978045,0.4493407818308697,0.5976095617529875,1.892291765797976,187.8278440562259,-72.62165790108816,1.8443767818503147,-0.39447731755424265,1.321559079550286,88.78782165443569,-30.518425572510765,3.123588190251212,-0.19762845849802257,,,,,,1.7207013382448484,12681450.508155769,-23258170.27432971,0.4493407818308697,0.5976095617529875,rising,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-FLUID,2026-09-03T16:04:14.534971+09:00,1788419054,1731.0,-95.46667764483891,6.0,1192109.3018153799,63855.59998474,18.668829391631526,10,0.0,complete,1788418282955,1788419274414,26505.26484067,26686.9958212,-0.0034164928933029933,1732.0,1746.0,0.8083140877598094,-0.05773672055426893,0.859106529209622,107.14285714285674,18.668829391631526,,169.98427178685412,0.0018900201422695773,-0.2305475504322807,,,,0.002141851113691473,0.05780346820809523,,,,0.002141851113691473,0.05780346820809523,,,,,,18.668829391631526,1192109.3018153799,40204.0,0.0018900201422695773,-0.2305475504322807,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-FOLD,2026-09-03T16:04:14.534971+09:00,1788419054,80.5,,,6228189.792245385,11116264.305859545,0.5602772317101542,35,0.0,complete,1788418155726,1788418997529,2433171.44623364,653149.92825472,0.5767453553906082,87.2,97.0,11.238532110091736,-7.683486238532112,17.010309278350515,168.36734693877557,0.28435421212884093,-34.10136053473103,-67.54650990893055,,0.24906600249066102,0.28916116318551693,-25.19100468073423,-63.80020541022149,,0.4993757802746579,0.002422166762472866,-3.1926414708617235,-3.61115493691202,,0.0,,,,,,0.28435421212884093,-3222976.184448068,-23136644.317113243,,0.24906600249066102,falling,falling,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-G,2026-09-03T16:04:14.534971+09:00,1788419054,5.14,-13.964225062491886,3.0,82602.99999995559,0.0,,2,0.0,complete,1788418892835,1788418892835,12147539.42051841,12562359.26185362,-0.016787597823342847,5.13,5.17,0.7797270955165692,0.19493177387914784,0.5802707930367553,74.99999999999929,,-66.23473771558417,-100.0,0.010164935159362898,0.19493177387914784,,-93.49582677165657,,0.046720542295020095,0.0,,,,0.0994900011809019,0.390625,,,,,,,-162035.9999999957,-5100.9999999805,0.010164935159362898,0.19493177387914784,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-GAME2,2026-09-03T16:04:14.534971+09:00,1788419054,1.14,296.1502865764537,9.0,0.0,9314216.949660707,0.0,11,0.0,complete,1788418466217,1788418965695,78647800.9495617,178689765.83896697,-0.388757716713846,1.15,1.24,7.826086956521738,-0.8695652173913104,8.064516129032265,111.11111111111119,-146.57039239711844,-100.0,121210.582407973,1.1292501726592832,0.0,-0.05630075962033585,-100.0,428.957467704396,1.2818343729056778,0.0,-0.011488813045295341,-100.0,1191.4244892630657,1.5073398034950287,0.0,,,,,,-146.57039239711844,-1125366.3168415686,9306538.95754759,1.1292501726592832,0.0,falling,rising,sell_only,accelerating,neutral,False,False,False,pass
KRW-GAS,2026-09-03T16:04:14.534971+09:00,1788419054,1642.0,-87.8349859926958,12.0,1253504.812445,2894930.0522735696,0.433000034477705,19,0.0,complete,1788418404800,1788419294474,30846.60830743,44821.75489462,-0.18468942627810647,1640.0,1651.0,0.6707317073170627,0.12195121951219523,0.5451241671714113,81.81818181818151,0.433000034477705,,164.1779809905764,0.0005394304953654228,0.18303843807199183,-49.33595844909433,216.0987595537041,36232.34362189629,0.004911675985354691,-0.060864272671945496,0.21224714965923866,846.6715720919723,382.63386576172655,0.005353151345502738,0.0,,,,,,0.433000034477705,1253504.812445,1799104.4117646297,0.0005394304953654228,0.18303843807199183,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-GEOD,2026-09-03T16:04:14.534971+09:00,1788419054,298.0,,,0.0,229149.92193224,0.0,3,0.0,complete,1788418793391,1788418814199,121219.54739316,185715.35067452,-0.21012860931551194,303.0,304.0,0.3300330033003229,-1.650165016501648,1.9736842105263157,600.0000000000101,,-100.0,,,-0.666666666666671,-0.05171471449076625,-100.0,-63.50902330470068,,0.0,-2.369483892112421,-100.0,1338.252771208455,,0.0,,,,,,,-48279.49517901,229149.92193224,,-0.666666666666671,falling,rising,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-GLM,2026-09-03T16:04:14.534971+09:00,1788419054,148.0,3.118250585813076,12.0,11682625.97047404,192341.1552,60.73908601789473,11,0.0,complete,1788418976198,1788419131890,1595862.23637491,1778046.15571947,-0.05399788558914248,145.0,154.0,6.206896551724128,2.0689655172413834,3.896103896103896,66.66666666666656,53.13511544941281,84.98169786395789,-76.84200605437258,0.25105265719778114,0.0,60.12147292779755,173.20665277896694,-97.22195350440057,0.4260011083977666,0.0,58.12890265849823,-28.469492254893513,-96.9260693032086,0.8773528188303459,0.0,,,,,,53.13511544941281,5367068.21239472,-638219.36593839,0.25105265719778114,0.0,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-GMT,2026-09-03T16:04:14.534971+09:00,1788419054,10.2,-49.32450528966229,9.0,90108.207818892,5378678.76142674,0.016752851734724166,19,0.0,complete,1788418453053,1788419171331,6695118.7800991,41281963.71823822,-0.7209034634262671,9.93,10.8,8.761329305135956,2.7190332326283873,5.555555555555569,68.96551724137946,-0.3077038285765579,-82.22676315306188,244.2187346403236,0.09929087738041176,0.0,-0.05421908572961867,-80.41016463309802,-17.00943859517595,0.3008070628987696,0.0,-0.9569396490265536,-99.3059729652083,-59.662454500115224,0.42541458345979066,0.0,,,,,,-0.3077038285765579,-416879.9598114479,3816102.9280552776,0.09929087738041176,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-GRT,2026-09-03T16:04:14.534971+09:00,1788419054,22.9,-63.10981416291091,11.0,255869.999999889,0.0,,4,0.0,complete,1788418169805,1788418871550,4416267.23928029,1749552.32857865,0.4324996671330828,22.5,23.1,2.666666666666684,1.777777777777767,0.8658008658008781,33.33333333333417,,11.7336244541,,0.010873404014148491,-0.43478260869566077,,-87.85629475437763,-100.0,0.23981083162654926,0.0,,,-100.0,0.370792436608788,0.43859649122806044,,,,,,,26869.999999888998,0.0,0.010873404014148491,-0.43478260869566077,rising,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-GRVT,2026-09-03T16:04:14.534971+09:00,1788419054,223.0,,,12432368.56364692,1131858.93926638,10.984026482756784,18,0.0,complete,1788418255668,1788419218394,991029.98530423,1989620.69495091,-0.33502440130327577,218.0,225.0,3.2110091743119185,2.2935779816513735,0.8888888888888888,28.57142857142847,10.813029162305522,1372.9356007228855,-77.06960727777947,,0.0,7.957012953672893,-21.493583050309773,-78.364947808559,,-0.44642857142856984,-71.31574093461428,-56.09164575591032,228.99113523087215,,-0.44642857142856984,,,,,,10.813029162305522,11588314.78712435,-3804205.40545616,,0.0,rising,falling,buy_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-HBAR,2026-09-03T16:04:14.534971+09:00,1788419054,104.0,-55.829625495405026,12.0,1363602.82358685,660771.94797016,2.0636512003509404,5,0.0,complete,1788418166230,1788418889807,10133375.44059385,13110408.67796104,-0.12807868211917803,103.0,105.0,1.9417475728155331,0.9708737864077666,0.9523809523809524,50.0,-1178.2223844395962,-88.89119652737145,6253.57642279,0.030469908119741262,-0.952380952380949,1.2867884297224856,21.75568491140485,-54.164997115814074,0.07318921587027205,0.0,1.5697849592553201,20.929877741428847,-71.0594580391512,0.08945875971684814,0.0,,,,,,-1178.2223844395962,-10911371.9470686,650371.94797016,0.030469908119741262,-0.952380952380949,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-HIVE,2026-09-03T16:04:14.534971+09:00,1788419054,64.4,2033.1031664901188,9.0,58879542.74622362,219983064.52920797,0.26765488912627616,614,0.0,complete,1788418157861,1788419197262,3356627.63310322,1354159.66816282,0.4250813795821836,60.9,76.4,25.451559934318556,5.747126436781613,15.706806282722512,77.41935483870967,-0.5234302047841601,-37.27888631407625,85.37953209958782,14.74872659009634,-1.075268817204289,-0.022444774457713368,-24.776339647838054,-18.46829836378233,64.37860807551829,-2.127659574468077,-0.25735663448997864,-59.85008746382916,-21.244977730522486,79.59584797240382,-3.4482758620689613,,,,,,-0.5234302047841601,-34995612.34279982,101316746.81996337,14.74872659009634,-1.075268817204289,falling,rising,sell_advantage_accelerating,accelerating,neutral,True,True,False,🔴 1차 급등 완료·상승분 반납 / 신규매수 금지
KRW-HOLO,2026-09-03T16:04:14.534971+09:00,1788419054,84.7,-56.71431335048569,5.0,9954866.305941593,4094503.308735912,2.4312756774923545,41,0.0,complete,1788418684529,1788419151659,1282807.22462011,1308212.95934352,-0.009805301742013262,85.0,85.7,0.8235294117647118,-0.3529411764705892,1.1668611435239207,142.85714285714266,-41.674704710507555,4325.555338389801,80184.37859517173,0.01756236851907289,0.35545023696681444,-7.251181217543705,930.567781286191,4004.1944408411796,0.02844451507261425,0.11820330969267712,,123.65689268672276,,0.03289159914820061,0.0,,,,,,-41.674704710507555,9729925.8059418,4089403.3087354363,0.01756236851907289,0.35545023696681444,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
