market,days,price,ma15,ma50,ma120,rsi,adx,macd,signal,hist,hist_prev,mac_up,mac_cross,higher_low,support,resistance,near_support,near_resistance,volume_accel,value_accel,d1,d5,d20,candle,excluded,score,snapshot_kst,snapshot_epoch,value_accel_pct,launch_score,bid_trade_value_15m,ask_trade_value_15m,buy_sell_ratio_15m,trade_count_15m,trade_unknown_value_15m,trade_coverage_15m,trade_oldest_timestamp,trade_newest_timestamp,total_bid_size,total_ask_size,orderbook_imbalance,day_open,day_high,day_high_return_pct,current_day_return_pct,drawdown_from_day_high_pct,gain_retrace_pct,buy_sell_ratio_change_15m,bid_trade_value_change_15m,ask_trade_value_change_15m,value_accel_change_15m,price_change_15m,buy_sell_ratio_change_30m,bid_trade_value_change_30m,ask_trade_value_change_30m,value_accel_change_30m,price_change_30m,buy_sell_ratio_change_45m,bid_trade_value_change_45m,ask_trade_value_change_45m,value_accel_change_45m,price_change_45m,buy_sell_ratio_change_60m,bid_trade_value_change_60m,ask_trade_value_change_60m,value_accel_change_60m,price_change_60m,delta_buy_sell_ratio,delta_bid_trade_value_15m,delta_ask_trade_value_15m,delta_value_accel_pct,delta_price_pct_15m,buy_pressure_trend,sell_pressure_trend,buy_sell_state,value_accel_direction,flow_signal,first_surge_retrace_gate,first_surge_retrace_seen,second_ignition_reentry,candidate_gate
KRW-BSV,200,21980.0,22902.666666666668,20588.8,20462.666666666668,50.727893866399974,31.24424161805146,456.11519137218056,707.6113125594921,-251.4961211873116,-238.69951562865924,False,False,False,19860.0,22180.0,0.10574018126888207,0.010018214936247771,0.3170603969292796,0.2936358169076751,-0.012145748987854255,-0.06073567151411463,0.029535864978903037,-0.011701170117011661,False,5,2026-09-03T15:24:42.648780+09:00,1788416682,-51.716738266650374,4.0,1935990.0,15610.5165958,124.01831727470677,4,0.0,complete,1788415854457,1788416518749,2113.29220541,1763.63447851,0.09018940913952427,22220.0,22240.0,0.09000900090008201,-1.080108010801084,1.169064748201439,1300.000000000111,121.84742830177,-18.484288354898336,-98.57310143033575,0.05773682472823083,0.13667425968109104,,,,,,,,,,,,,,,,121.84742830177,-439000.0,-1078406.7406696002,0.05773682472823083,0.13667425968109104,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-BABY,91,15.2,16.753333333333334,16.714000000000002,,40.358940324201384,11.395675132827774,-0.13474312187175386,-0.03531800358351197,-0.09942511828824188,-0.021075115306151488,False,False,True,14.7,17.8,0.03401360544217691,0.17105263157894757,0.3795691545084012,0.3477384314162854,-0.0065359477124183885,-0.11627906976744184,0.08571428571428563,-0.012987012987013102,False,5,2026-09-03T15:24:42.648780+09:00,1788416682,,,0.0,0.0,,0,0.0,complete,,,3911894.35312968,4033950.687031,-0.015361026207333626,15.4,15.4,0.0,-1.2987012987013102,1.2987012987013056,,,-100.0,,,0.0,,,,,,,,,,,,,,,,,-327784.283331568,0.0,,0.0,falling,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-HOME,31,8.2,8.506,,,32.46807256086761,4.9326901949533,-0.9575154197372626,-1.0259444333208898,0.06842901358362719,0.05448867166852378,True,False,True,8.19,9.15,0.0012210012210012167,0.11585365853658547,1.0309800584925015,1.0049810451024719,-0.010856453558504175,-0.0454016298020955,-0.4184397163120568,-0.010856453558504175,False,5,2026-09-03T15:24:42.648780+09:00,1788416682,,,7805155.858291377,14025134.971745556,0.556511996071005,48,0.0,complete,1788415924902,1788416965412,16272500.98254884,15785960.93677311,0.01517664967833306,8.29,8.29,0.0,-1.0856453558504175,1.0856453558504207,,-0.4546284706346029,-37.58916586203621,13.395794526045268,,-0.36452004860269005,,,,,,,,,,,,,,,,-0.4546284706346029,-4700935.377466665,1656832.3990040254,,-0.36452004860269005,falling,rising,sell_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-OPG,59,136.0,133.8,138.56,,48.99180789696936,11.201782699931815,-1.6775439418599092,-2.632933899227061,0.9553899573671516,0.9235336635036901,True,False,False,129.0,140.0,0.04651162790697683,0.03703703703703698,0.15862664519365258,0.16122610801250795,-0.014598540145985384,0.00746268656716409,0.03846153846153855,-0.021739130434782594,False,5,2026-09-03T15:24:42.648780+09:00,1788416682,,,0.0,150883.76989336003,0.0,2,0.0,complete,1788416650587,1788416830173,767779.58992242,1547519.20805622,-0.33677710143267375,138.0,138.0,0.0,-1.449275362318836,1.4492753623188406,,,,,,0.7407407407407307,,,,,,,,,,,,,,,,,0.0,150883.76989336003,,0.7407407407407307,flat_or_na,rising,sell_only,flat_or_na,neutral,False,False,False,pass
KRW-USDC,200,1375.0,1380.5333333333333,1417.96,1463.5666666666666,35.72604151287646,50.78545972787548,-11.259318579208866,-12.692381098597346,1.4330625193884803,1.8128641324588024,False,False,False,1364.0,1395.0,0.007331378299120228,0.015283842794759916,0.27990362482350895,0.2794489979722101,-0.0014534883720930258,-0.012221423436376666,-0.028975265017667895,-0.0014534883720930258,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,-63.93065587909783,5.0,1958990.2686477301,154649.67515502,12.667276970895987,8,0.0,complete,1788416034025,1788416512081,269279.33435905,158594.72892666,0.2586850078792486,1376.0,1378.0,0.14534883720929148,-0.07267441860464574,0.21770682148040638,150.0,11.757193244850338,-69.58420634063303,-97.81476959193746,0.009654740637834891,0.07278020378456151,,,,,,,,,,,,,,,,11.757193244850338,-4481710.541552668,-6922392.38798076,0.009654740637834891,0.07278020378456151,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-QUID,31,88.3,93.81333333333333,,,25.255469855547716,25.65954039968087,-11.313952509476735,-13.03696537531677,1.723012865840035,1.7553308979003255,False,False,False,87.5,102.0,0.00914285714285712,0.1551528878822197,0.13351578682529158,0.12053321429220465,-0.011198208286674172,-0.06560846560846567,-0.1590476190476191,-0.011198208286674172,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,,,2019339.191124377,5497916.341379604,0.36729172758159134,20,0.0,complete,1788415912351,1788416674818,1122582.74426944,400129.12105592,0.47445195618749064,89.3,89.3,0.0,-1.1198208286674172,1.1198208286674132,,,18894.818843649307,,,0.11337868480725266,,,,,,,,,,,,,,,,,2008708.1911251352,5497916.341379604,,0.11337868480725266,rising,rising,sell_advantage_weakening,flat_or_na,neutral,False,False,False,pass
KRW-JST,200,148.0,140.53333333333333,145.48,137.43333333333334,56.82363451171076,28.12976933074043,-0.972867562008048,-1.856314275667405,0.8834467136593569,0.38636294678804806,True,False,False,147.0,149.0,0.006802721088435382,0.006756756756756799,0.6002633885933091,0.6191147195597656,-0.006711409395973145,0.08823529411764697,0.0,-0.006711409395973145,True,4,2026-09-03T15:24:42.648780+09:00,1788416682,3.765285094666404,1.0,0.0,0.0,,0,0.0,complete,,,724585.82021022,5072337.12361318,-0.7500101942937628,149.0,150.0,0.6711409395973256,-0.6711409395973145,1.3333333333333335,199.99999999999835,,,-100.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-49333.333332840004,0.0,0.0,flat_or_na,falling,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-PIEVERSE,137,1503.0,1425.2666666666667,1163.16,1122.5083333333334,61.799039618423315,55.97918114627219,94.87349206873864,92.37693445256774,2.4965576161709038,2.922670535458167,False,False,False,1370.0,1600.0,0.10000000000000009,0.06171201061712006,0.46014780460150156,0.4872090594277577,-0.017601043024771834,-0.015032679738562038,0.33244916003536695,-0.02015604681404426,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,-42.39541758744247,7.0,24065.99999622,1991499.9999927601,0.0120843585218717,14,0.0,complete,1788415817087,1788416709676,52315.24311797,75941.83778396,-0.1842127896552998,1538.0,1578.0,2.6007802340702213,-2.2756827048114436,4.752851711026616,187.5,-0.0905681728291921,-96.91292211767943,-73.77631932017476,0.015486241094428976,-0.3315649867373982,,,,,,,,,,,,,,,,-0.0905681728291921,-755506.1686893803,-5602781.00238723,0.015486241094428976,-0.3315649867373982,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-TRX,200,449.0,464.93333333333334,469.82,488.94166666666666,32.828728737811716,18.24513294244591,-4.907883322065572,-2.534193156340177,-2.3736901657253955,-2.1335288594146538,False,False,True,442.0,475.0,0.013574660633484115,0.060267857142857206,0.7049168693895812,0.6719557727339249,0.0,-0.052854122621564525,-0.04883227176220806,0.0,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,-25.721649379445356,4.0,15863255.780336479,19824646.2255072,0.8001785050734558,42,0.0,complete,1788415792120,1788416747317,1490277.30210913,1029294.66238618,0.18296069579234597,448.0,449.0,0.22321428571427937,0.22321428571427937,0.0,0.0,0.6602847171720645,575.962717022735,18.17736213214809,0.12250167478786622,0.22321428571427937,,,,,,,,,,,,,,,,0.6602847171720645,13516490.880312718,3049313.0586195197,0.12250167478786622,0.22321428571427937,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-NXPC,200,275.0,286.46666666666664,321.78,417.6333333333333,38.67761944291904,19.417449354560336,-11.865801981771426,-13.527979208986054,1.6621772272146274,1.8682937485459696,False,False,True,269.0,298.0,0.026022304832713727,0.07971014492753614,0.4619803408706596,0.4401473480261198,0.01098901098901095,-0.04166666666666663,0.06976744186046502,0.007299270072992803,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,-32.15650904784045,4.0,99999.99999456,7416.75,13.482994572361209,3,0.0,complete,1788415880327,1788416492370,389728.23836092,232758.18893929,0.2521662200771603,274.0,278.0,1.4598540145985384,0.36496350364962904,1.079136690647482,75.00000000000038,,,,0.008810368641881894,-0.36231884057971175,,,,,,,,,,,,,,,,,99999.99999456,7416.75,0.008810368641881894,-0.36231884057971175,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-TRUMP,200,3065.0,3210.0666666666666,2470.34,2688.983333333333,54.36872620838049,46.2024432610789,259.77324373496594,286.0986653017016,-26.325421566735656,-3.96092758932366,False,False,True,2937.0,3587.0,0.04494382022471921,0.16878462039752362,0.12371368245292284,0.1075072745062033,0.005899705014749346,-0.17699115044247793,0.5163043478260869,0.0072202166064982976,True,4,2026-09-03T15:24:42.648780+09:00,1788416682,-72.79933046837704,8.0,95140024.25779556,119426009.28650661,0.7966440880524758,190,0.0,complete,1788415796273,1788416741555,139326.74030753,114230.5473033,0.09897642162330061,3047.0,3142.0,3.1178208073515012,0.5907449950771193,2.4506683640993,81.0526315789476,0.1761794748695228,24.82773700174232,-2.7781731957224443,0.029600305188154152,-0.5838469023678239,,,,,,,,,,,,,,,,0.1761794748695228,18922969.825039476,-3412671.297977239,0.029600305188154152,-0.5838469023678239,rising,falling,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-RLUSD,38,1374.0,1380.6666666666667,,,35.86887054525117,46.87639169126402,-9.795564170326998,-10.600659673063687,0.8050955027366893,1.1633561010505158,False,False,False,1365.0,1395.0,0.00659340659340657,0.015283842794759916,0.20119120967276835,0.20141405756736228,0.0,-0.010799136069114423,-0.028975265017667895,-0.0007272727272726875,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,,,0.0,0.0,,0,0.0,complete,,,61890.12077642,201966.72722302,-0.5308810724779722,1375.0,1431.0,4.072727272727272,-0.07272727272726875,3.9832285115303985,101.78571428571419,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
KRW-PRL,130,184.0,270.0,336.5,302.8833333333333,29.350249301081007,35.06268582800833,-50.9661128652221,-31.923370341092948,-19.042742524129153,-20.671341401876028,False,False,False,183.0,255.0,0.010928961748633892,0.3783783783783783,1.004917543137277,0.6954752964059754,-0.021164021164021163,-0.26877470355731226,-0.627016129032258,-0.015957446808510634,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,48.31824675083154,2.0,23967053.372273847,16301486.95169237,1.47023725156469,45,0.0,complete,1788415790282,1788416716139,1341309.47433351,1074445.19580282,0.11046828629979634,188.0,193.0,2.659574468085113,-2.127659574468088,4.66321243523316,179.99999999999994,1.2071805344494204,1393.6121290399476,167.23897989297365,0.2673826110755968,-1.0752688172043001,,,,,,,,,,,,,,,,1.2071805344494204,22362416.337913446,10201520.936921269,0.2673826110755968,-1.0752688172043001,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-SAFE,200,130.0,126.93333333333334,125.12,149.86666666666667,53.87748907104391,31.984271142465797,0.2772210867022835,-0.43284752387456704,0.7100686105768506,0.5676007574451155,True,False,False,127.0,131.0,0.023622047244094446,0.007692307692307665,5.383336722304445,5.782883299755922,-0.015151515151515138,0.06557377049180335,0.05691056910569103,-0.015151515151515138,True,4,2026-09-03T15:24:42.648780+09:00,1788416682,588.95809486122,10.0,649154.7259925,49446.513999999996,13.128422480753649,7,0.0,complete,1788416007158,1788416333583,1370150.34039838,2044789.82925903,-0.19755528804135108,132.0,132.0,0.0,-1.5151515151515138,1.5151515151515151,,,-92.95715542583977,,0.26814311004272895,0.0,,,,,,,,,,,,,,,,,-8568068.7858568,49446.513999999996,0.26814311004272895,0.0,falling,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-CFG,190,140.0,175.93333333333334,220.84,297.1166666666667,26.103411653605306,39.83388112340337,-22.124439236850435,-18.81665033814821,-3.307788898702224,-3.267414299293325,False,False,False,138.0,219.0,0.021739130434782705,0.553191489361702,0.8304097387822416,0.6695115694767819,-0.013986013986013957,-0.18023255813953487,-0.33175355450236965,-0.007042253521126751,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,2.9087518862431327,2.0,5137554.80555283,22724678.708646458,0.2260782152927889,25,0.0,complete,1788415860620,1788416898765,1648241.85496503,1024147.08306353,0.23353440923980887,142.0,144.0,1.4084507042253502,-1.4084507042253502,2.7777777777777777,200.0,-3.5013223773709137,-48.452805299943414,749.869784341272,0.606524652959961,-0.7092198581560294,,,,,,,,,,,,,,,,-3.5013223773709137,-4829146.264112151,20050777.467851058,0.606524652959961,-0.7092198581560294,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-VANA,200,1212.0,1303.7333333333333,1394.74,1701.075,38.61001945554473,15.235679379104822,-36.020033072321894,-33.21850437415135,-2.801528698170543,-1.368218456975086,False,False,True,1208.0,1269.0,0.0033112582781456013,0.04702970297029707,0.7163576676371688,0.656327842860303,-0.004108463434675413,-0.03349282296650713,0.010842368640533673,-0.0024691358024691024,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,13.98637832102505,4.0,0.0,0.0,,0,0.0,complete,,,72747.51894112,24381.22606864,0.49796064870003115,1215.0,1228.0,1.0699588477366184,-0.24691358024691024,1.3029315960912053,123.07692307692292,,-100.0,-100.0,0.0006020713718690729,0.0,,,,,,,,,,,,,,,,,-6172.9135364700005,-9734.93975412,0.0006020713718690729,0.0,falling,falling,unavailable,accelerating,neutral,False,False,False,pass
KRW-SOL,200,138500.0,137433.33333333334,116900.0,116828.75,63.13757437017488,47.00366285633938,7954.457430962226,8065.368891071247,-110.91146010902139,364.67812903417325,False,False,False,114200.0,141000.0,0.21190893169877412,0.01878612716762995,0.5006798436851548,0.50357879677045,0.0014471780028944004,-0.05786249149081002,0.29709465791940026,0.0014471780028944004,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,-43.57100900118155,6.0,97622405.32567799,46400515.12693698,2.1039077919418414,145,0.0,complete,1788415788498,1788416940572,6523.42222485,5924.28469167,0.04813236182359446,138200.0,139000.0,0.5788712011577379,0.21707670043416005,0.3597122302158274,62.49999999999856,0.5739332608185281,-20.5820134486951,-42.24675758035828,0.03702723894086546,0.0,,,,,,,,,,,,,,,,0.5739332608185281,-25299881.63335091,-33942186.309262015,0.03702723894086546,0.0,falling,falling,buy_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-IRYS,112,18.8,19.126666666666665,20.294,,43.046803866473056,12.559652148638106,-0.6600584655663262,-0.6393194729229766,-0.020738992643349552,-0.05340054553049922,True,False,False,18.2,19.8,0.038461538461538325,0.04761904761904767,0.5190578413355182,0.5031690302745456,0.021621621621621623,0.0,-0.21250000000000002,0.01612903225806428,False,4,2026-09-03T15:24:42.648780+09:00,1788416682,,,11131.675531703999,1511530.8078590557,0.0073645045630733735,8,0.0,complete,1788415833584,1788416548086,9409713.76387168,9005590.35754695,0.02194497596456732,18.6,19.0,2.1505376344086002,1.0752688172043001,1.0526315789473648,50.0,-1.4393098823922637,-99.48890680382114,0.39853053611891287,,-0.5291005291005124,,,,,,,,,,,,,,,,-1.4393098823922637,-2166881.1829701746,5999.999999996042,,-0.5291005291005124,falling,rising,sell_advantage_accelerating,flat_or_na,neutral,False,False,False,pass
KRW-ONT,200,72.3,73.88000000000001,61.636,69.78083333333333,54.746587732526,48.83507374128471,4.482999048876735,4.72122739113125,-0.23822834225451484,0.11101646490938144,False,False,True,71.3,72.6,0.014025245441795287,0.004149377593360981,0.3189786930876354,0.3076658057219753,0.004166666666666652,-0.10519801980198018,0.4204322200392927,0.004166666666666652,True,4,2026-09-03T15:24:42.648780+09:00,1788416682,-81.24581325352989,8.0,3269076.066627858,7637676.317267505,0.4280197184105623,28,0.0,complete,1788416030472,1788416989452,1744156.87710576,2216938.74147023,-0.1193563372081471,72.0,72.8,1.1111111111111072,0.4166666666666652,0.6868131868131868,62.5,0.17402225068389193,304.5663587815352,140.07966511332987,0.010601033935046189,0.277392510402219,,,,,,,,,,,,,,,,0.17402225068389193,2461031.6023096694,4456367.1823759135,0.010601033935046189,0.277392510402219,rising,rising,sell_advantage_weakening,accelerating,leading_buy_inflow,False,False,False,pass
KRW-TREE,200,55.4,53.31333333333334,52.406000000000006,67.46,56.90444600611883,40.72496403175518,0.8754835018773903,0.2474772031301048,0.6280062987472855,0.6850588531940603,False,False,True,50.4,55.9,0.0992063492063493,0.00902527075812265,0.8223824526118438,0.8297584952672195,-0.019469026548672552,0.06333973128598847,0.1663157894736842,-0.01598579040852577,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,465.82513113628335,10.0,1889067.0641194568,3419220.624408032,0.5524846950893992,10,0.0,complete,1788416080355,1788416599368,3559937.17552784,1116828.74366096,0.5223927119898796,56.3,57.3,1.7761989342806483,-1.5985790408525768,3.315881326352528,189.99999999999963,-0.2712351183922953,1657.7251991643586,2520.6573432291275,0.011789629634165522,-0.18018018018017834,,,,,,,,,,,,,,,,-0.2712351183922953,1781594.8002515018,3288748.755079441,0.011789629634165522,-0.18018018018017834,rising,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-WET,200,82.9,88.88666666666667,95.12799999999999,100.19666666666667,34.031443118841665,23.810069337411683,-4.2109638424159925,-3.2224240354188454,-0.9885398069971472,-1.223078919364447,False,False,False,82.2,98.9,0.006082725060827299,0.19588875453446186,0.35167837435811733,0.31486691893216956,-0.0012077294685989282,-0.017814726840855055,-0.1705115346038114,-0.0036144578313253017,False,3,2026-09-03T15:24:42.648780+09:00,1788416682,-20.840465306240574,4.0,1133802.898066096,15259.999999579999,74.29901036024258,9,0.0,complete,1788416178894,1788416519362,732433.30791568,682660.73905401,0.035172622602896206,83.0,83.2,0.24096385542169418,-0.12048192771083599,0.36057692307691963,149.9999999999954,,,,0.06568243928778372,0.2418379685610761,,,,,,,,,,,,,,,,,1133802.898066096,15259.999999579999,0.06568243928778372,0.2418379685610761,rising,rising,buy_advantage_weakening,accelerating,neutral,False,False,False,pass
KRW-CYBER,200,414.0,442.06666666666666,446.42,544.65,41.06314670438571,14.899878106826238,-8.667855724263518,-5.786794771601672,-2.881060952661846,-2.916331018758683,False,False,False,394.0,430.0,0.050761421319796884,0.03864734299516903,1.2786486277439293,1.1638064697825559,0.009756097560975618,-0.03944315545243615,-0.014285714285714235,0.009756097560975618,False,3,2026-09-03T15:24:42.648780+09:00,1788416682,79.06205530335666,5.0,248031.96549914998,0.0,,2,0.0,complete,1788415848575,1788415848575,110510.91377993,32624.92154436,0.5441404108140404,410.0,414.0,0.9756097560975618,0.9756097560975618,0.0,0.0,,-72.95396797010952,,0.062295296779453224,0.0,,,,,,,,,,,,,,,,,-669041.4344917701,0.0,0.062295296779453224,0.0,falling,flat_or_na,buy_only,accelerating,neutral,False,False,False,pass
KRW-AAVE,200,175400.0,173146.66666666666,144122.0,132929.16666666666,62.540900795281665,40.61938813603691,10780.055856670893,10752.502992264026,27.55286440686723,422.30882903133715,False,False,True,167000.0,182000.0,0.0479041916167664,0.040000000000000036,0.7617171214226175,0.7581035493186047,0.0011441647597254523,-0.007373794668179223,0.43207855973813425,0.0005717552887363198,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,-17.88148136341279,7.0,10683729.544809999,1001132.332405,10.671645694575352,20,0.0,complete,1788415821325,1788416614098,739.56265981,809.30899107,-0.04503041373400647,174900.0,176200.0,0.7432818753573489,0.2858776443682043,0.4540295119182747,61.53846153846245,10.07153636055946,58.373680818996654,-91.0940142840157,0.11746913428241967,0.2858776443682043,,,,,,,,,,,,,,,,10.07153636055946,3937829.917067999,-10239985.319605,0.11746913428241967,0.2858776443682043,rising,falling,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-JTO,200,581.0,710.5333333333333,769.68,848.8416666666667,31.661253559577332,21.43111621782462,-56.45597198027065,-36.962739133626776,-19.49323284664387,-20.764358912903724,False,False,False,567.0,744.0,0.024691358024691468,0.2805507745266782,0.3816954728343042,0.30292646296335207,0.00519031141868509,-0.15552325581395354,-0.2818294190358467,0.003454231433505983,False,3,2026-09-03T15:24:42.648780+09:00,1788416682,-65.84043758330337,2.0,664492.78162573,0.0,,5,0.0,complete,1788415832796,1788416127589,256359.53283709,242488.9631716,0.027805174870665306,579.0,583.0,0.6908462867012188,0.3454231433505983,0.34305317324185247,50.00000000000161,,-66.15665211103283,-100.0,0.03820033114561738,0.17241379310344307,,,,,,,,,,,,,,,,,-1298944.1212651702,-6517856.854747561,0.03820033114561738,0.17241379310344307,falling,falling,buy_only,accelerating,neutral,False,False,False,pass
KRW-HIVE,200,65.8,60.32666666666667,61.43,73.31333333333333,67.7335233604568,27.519933498318494,0.46353532625040117,-0.4104895599970124,0.8740248862474136,0.5276909648397229,True,False,True,59.3,69.5,0.12310286677908944,0.04354354354354362,17.97499393479212,20.16949967149369,0.09359605911330049,0.11932773109243677,0.19569120287253128,0.09359605911330049,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,1968.7245584146006,9.0,78272637.186993,269812919.5325025,0.29009966358398953,732,0.0,complete,1788415789392,1788416848964,3851254.33562771,1477003.09945239,0.44559619446008014,60.9,76.4,25.451559934318556,8.045977011494255,13.874345549738228,68.38709677419355,-0.23491186003226527,-46.62595206321023,-3.4056438305792747,15.21723989688553,-1.3493253373313419,,,,,,,,,,,,,,,,-0.23491186003226527,-68376605.68042138,-9512840.514250934,15.21723989688553,-1.3493253373313419,falling,falling,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-POKT,200,10.8,10.201333333333334,10.2652,12.375499999999999,64.28448542876231,31.14098114419613,0.09740875916390479,-0.02240595148622892,0.11981471065013372,0.10480112310056977,True,False,False,10.8,10.9,0.0,0.0092592592592593,2.402063804578794,2.54514595676851,0.0,0.08324974924774331,0.139240506329114,0.0,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,236.06510569947142,8.0,176991.56132295492,13531521.30126576,0.013079945512586146,34,0.0,complete,1788415970622,1788416855336,19023605.76914805,61245955.35843191,-0.5260069819265103,10.8,11.5,6.481481481481466,0.0,6.086956521739125,100.0,-0.862396899177956,-97.64539572147632,57.60016142828584,0.18188766694407832,0.9345794392523477,,,,,,,,,,,,,,,,-0.862396899177956,-7339836.762539922,4945539.422419066,0.18188766694407832,0.9345794392523477,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-ENA,200,207.0,209.4,149.16,142.56666666666666,60.582157754244996,48.75610594612046,21.20571913624059,22.059899036581747,-0.8541799003411583,0.2564994446148958,False,False,True,201.0,231.0,0.03482587064676612,0.11057692307692313,0.4545431799469495,0.4423831116476564,0.009708737864077666,-0.06306306306306309,0.7333333333333334,0.009708737864077666,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,-51.26820892636803,6.0,124111606.624383,28337313.017564375,4.379794462073897,51,0.0,complete,1788415812925,1788416746507,6784099.97619015,6680485.56196381,0.00769532890059875,206.0,211.0,2.4271844660194164,0.4854368932038833,1.8957345971563981,80.0,2.137380605194552,147.9983224988984,26.972824791196672,0.036717967150465824,-0.48076923076922906,,,,,,,,,,,,,,,,2.137380605194552,74066265.44070047,6019692.641578954,0.036717967150465824,-0.48076923076922906,rising,rising,buy_advantage_accelerating,accelerating,leading_buy_inflow,False,False,False,pass
KRW-COMP,200,27800.0,26611.333333333332,24827.8,26476.583333333332,61.31128340021792,31.71747145245738,609.1291427445176,566.1110137438654,43.01812900065215,-34.34529405169883,True,True,False,26350.0,27690.0,0.04933586337760909,0.0014466546112115175,1.0712541365322474,1.0689297833744893,0.04774535809018565,0.08303956130043089,0.21325142606406322,0.04695191215448702,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,11.595394437226748,8.0,2786712.4230926,11009331.822121203,0.2531227569590754,30,0.0,complete,1788415974640,1788416863375,1916.11393568,1122.22954801,0.2612885580355271,26410.0,27920.0,5.7175312381673615,5.263157894736836,0.42979942693409745,7.947019867549781,-1.8065458719001741,-55.31408512554585,263.610835013419,0.4725689622130833,0.7246376811594235,,,,,,,,,,,,,,,,-1.8065458719001741,-3449508.611929099,7981553.009722803,0.4725689622130833,0.7246376811594235,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SOON,140,259.0,272.4,281.76,263.45,42.49242943417088,13.681967392471417,-6.098783142596574,-4.1153261144674955,-1.9834570281290782,-1.9550082564281306,False,False,False,257.0,266.0,0.011673151750972721,0.023076923076922995,0.4749442053560906,0.4460937808452864,0.0038610038610038533,-0.06810035842293904,-0.08771929824561409,0.0,False,3,2026-09-03T15:24:42.648780+09:00,1788416682,-37.405875172032935,0.0,10199.9999998,7037351.76534775,0.0014494088600239196,8,0.0,complete,1788415932821,1788416646472,436750.66237056,795447.12259246,-0.2911029906068732,260.0,261.0,0.38461538461538325,-0.38461538461538325,0.7662835249042145,200.0,-10.881841323682401,-97.81047740113037,16340.641192559568,0.08624448462076373,0.0,,,,,,,,,,,,,,,,-10.881841323682401,-455654.97701965994,6994547.15886724,0.08624448462076373,0.0,falling,rising,sell_advantage_accelerating,accelerating,neutral,False,False,False,pass
KRW-SPK,134,27.3,26.259999999999998,23.58,29.528333333333332,58.097971758039236,49.201030004766736,1.3443366722652748,1.0436697122560525,0.3006669600092222,0.37985718597077933,False,False,True,25.3,28.5,0.07905138339920947,0.04395604395604402,0.1890476635988776,0.18441998851179822,-0.0072727272727272085,0.041984732824427606,0.3582089552238805,-0.014440433212996373,True,3,2026-09-03T15:24:42.648780+09:00,1788416682,-65.29003627401258,12.0,0.0,0.0,,0,0.0,complete,,,4887329.83845543,4194455.81053931,0.0762927088014695,27.7,27.7,0.0,-1.4440433212996373,1.4440433212996338,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,flat_or_na,flat_or_na,unavailable,flat_or_na,neutral,False,False,False,pass
