market,fetched_kst,trade_timestamp_kst,price,day_return_pct,trade_value_15m,trade_value_30m,trade_value_45m,trade_value_60m,trade_value_90m,trade_value_120m,median_15m,anomaly_15m,change_15m_pct,change_accel_pctp,dir_15_vs_30,dir_15_vs_45,dir_15_vs_60,dir_15_vs_90,dir_15_vs_120,bid_10s,ask_10s,net_10s,ratio_10s,trades_10s,prev_bid_10s,prev_ask_10s,prev_trades_10s,bid_15m_ticks,ask_15m_ticks,trades_15m_ticks,tick_coverage_sec,slope15_1m_pct,higher_low_15m,preexpansion_score
KRW-TOSHI,2026-09-06T18:03:31+09:00,2026-09-06T18:02:53.718+09:00,0.164,-1.20481928,28650912.80095042,96235786.42822048,118691341.49868843,146433219.5968678,174315052.73085257,228323309.5794145,20921405.85254897,1.3694544717920913,-57.607507030404584,-258.57924170889055,↓,↓,↓,→,→,0.0,878800.9768462587,-878800.9768462587,0.0,2,0.0,206344.1798622933,1,2312279.9709040346,14412493.229627674,32,32403.732,0.04790940766550527,True,-3.493600081028699
KRW-TRAC,2026-09-06T17:55:46+09:00,2026-09-06T17:54:35.675+09:00,459.0,2.68456376,11703133.59937525,19402100.47477691,30211736.24745434,36964539.51752826,55223932.62263257,104691948.18149729,9129696.552552156,1.2818754196275783,52.00914341854068,80.78595849993626,↑,↑,↑,↑,↓,14187.3030256,0.0,14187.3030256,999.0,3,0.0,0.0,0,630775.9209532499,444551.36246885004,8,29673.61,0.030536184073161565,True,11.32601071705258
KRW-TREE,2026-09-06T17:56:23+09:00,2026-09-06T17:54:30.039+09:00,57.7,-1.19863014,12515340.34345976,33123468.178553272,81426875.73685113,104329756.12440118,255376790.88540083,305685532.80345196,27093712.39431005,0.4619278510569894,-39.26988204067994,18.06619655745756,↓,↓,↓,↓,↓,0.0,237089.30000000002,-237089.30000000002,0.0,1,0.0,0.0,0,68971.788449491,3394105.364088193,17,20522.158,0.007419009150111259,True,-4.13055543268816
KRW-TRUMP,2026-09-06T17:58:45+09:00,2026-09-06T17:58:41.375+09:00,3199.0,-1.1433868999999999,212497560.75697696,447353324.2138101,737346139.6286474,1279984661.4402301,1827134706.7045581,3129368699.988818,348141358.8239831,0.6103772372084458,-9.51997190563546,9.49327567400895,→,↓,↓,↓,↓,6280814.27824266,0.0,6280814.27824266,999.0,6,0.0,111102.60037175,2,98007648.44028187,126026555.45022897,270,1657.271,0.020237151086172248,False,1.8612804744094689
KRW-TRUST,2026-09-06T18:00:49+09:00,2026-09-06T17:56:06.749+09:00,76.5,-0.390625,7024983.29126276,16532294.42697804,38226594.5534309,59297032.50017102,91506723.89708833,120276608.30336781,19244729.72457537,0.36503413619220176,-26.109672956082996,30.06632221177874,↓,↓,↓,↓,↓,3264146.9950429476,0.0,3264146.9950429476,999.0,4,0.0,0.0,0,3599943.2135909465,244712.590605592,10,31986.763,0.027628621378621144,True,3.002863994046997
KRW-TRX,2026-09-06T17:58:27+09:00,2026-09-06T17:58:04.460+09:00,455.0,-0.21929825000000003,53038817.5455557,70487605.5319596,99883208.5797174,111088504.67901684,137807371.0829169,194216831.48942187,16700585.81218635,3.175865693696415,203.96849103148935,244.60999459902774,↑,↑,↑,↑,↑,137821.08945149998,0.0,137821.08945149998,999.0,1,0.0,0.0,0,21923848.57842814,24562378.09420465,32,14708.558,-0.01019661158753399,False,11.484864430833845
KRW-UNI,2026-09-06T17:57:06+09:00,2026-09-06T17:55:44.054+09:00,9410.0,-2.08116545,249875216.8610862,364991094.51483464,548463921.5759425,676759279.0731468,1065753530.4039396,1621467216.28329,173900818.12573865,1.4368835037936072,117.06407661041678,154.321337264384,↑,↑,↑,↑,↑,0.0,4130389.2664732495,-4130389.2664732495,0.0,5,0.0,0.0,0,58183347.4588599,186891014.93737665,144,2635.012,0.030620939397166896,False,3.593600514721068
KRW-UP2,2026-09-06T17:57:24+09:00,2026-09-06T17:54:56.065+09:00,73.7,2.21914008,19177834.57042471,28630588.50045202,36962933.881098524,49464413.404679604,97550392.63309437,144135620.2993646,10977116.726804195,1.7470739400625848,102.88092456850086,89.43442783562205,↑,↑,↑,↑,→,662216.557760672,5229.8577864320005,656986.6999742399,126.62228779503012,6,0.0,0.0,0,4315367.824354763,557202.237885137,51,17186.878,0.014566689541764731,False,12.282493004993807
KRW-USD1,2026-09-06T17:56:05+09:00,2026-09-06T16:51:00.670+09:00,1362.0,0.0,180941.55846677,3017147.31615662,5013938.53090139,11269554.09056759,15320687.19294589,18022993.75188229,2416498.4862173097,0.07487757989453935,-93.62029507287403,-135.65846795477816,↓,↓,↓,↓,↓,0.0,29934.065909520003,-29934.065909520003,0.0,3,0.0,0.0,0,0.0,29934.065909520003,3,28200.094,-0.007329945269741987,False,0.08236533788399329
KRW-USDE,2026-09-06T17:56:23+09:00,2026-09-06T13:17:30.266+09:00,1366.0,0.14662756999999998,2605248.65049492,4292283.64991346,6484968.92170782,10792139.29514689,27333854.96716913,40238271.0524994,5852962.89097308,0.44511620849552086,54.42765866700188,77.488436193091,↑,↑,→,↓,↓,9999.99999086,0.0,9999.99999086,999.0,1,0.0,0.0,0,9999.99999086,0.0,1,15439.726,0.013082155939298797,True,8.40008801988194
KRW-USDG,2026-09-06T17:56:23+09:00,2026-09-06T16:13:45.623+09:00,1363.0,-1.4461316,2026703.03730738,4843869.70242048,7387153.74944539,26415377.20804351,36217685.59781651,44933028.64575049,4548863.699308455,0.4455405066578476,-28.05881659734837,-38.82767343850904,↓,↓,↓,↓,↓,146085.28015846,0.0,146085.28015846,999.0,2,0.0,0.0,0,622127.9940993,0.0,6,19089.896,-0.05046056099658741,True,-0.5099054426763674
KRW-USDS,2026-09-06T17:56:48+09:00,2026-09-06T14:51:08.792+09:00,1369.0,-0.21865889,1396998.66227714,5559689.04124108,9046232.92157105,11571752.80254125,18403168.39569448,28689180.57277361,3054941.049779525,0.45729152854781313,-66.44000549892347,-85.83303544036734,↓,↓,↓,↓,↓,0.0,1080.2533949,-1080.2533949,0.0,1,0.0,68450.0,4,0.0,69924.28636960001,6,14126.817,0.009902779032515862,False,-5.496979318597406
KRW-VANA,2026-09-06T18:05:13+09:00,2026-09-06T18:04:18.216+09:00,1281.0,-0.77459334,18653446.32845595,47004370.07465086,78580007.8495836,82710319.08650714,99058826.20797887,170287587.55549297,18427046.656046715,1.012286270102591,-34.20515502264894,-23.992490272301893,↓,↓,↓,↑,↓,2104835.3859072,371278.55711999995,1733556.8287872002,5.669154185025832,4,0.0,0.0,0,9544105.11496214,371278.55711999995,19,27532.322,0.01955671447196871,True,3.11351489711285
KRW-VET,2026-09-06T18:02:48+09:00,2026-09-06T17:56:00.935+09:00,9.5,0.31678986,13449929.85361231,31891492.77075797,49835290.73062708,54071093.53963021,68319282.50639682,131725087.90028812,13695573.099206518,0.9820640404154799,-27.067299479766337,-29.84132178201131,↓,↓,→,↑,↓,164810.384592,20099.409095,144710.97549699998,8.199762680237143,5,0.0,0.0,0,1064360.60947951,514023.85568786366,13,22402.649,-0.012781954887217773,True,7.080270444457028
KRW-VIRTUAL,2026-09-06T17:59:38+09:00,2026-09-06T17:59:09.110+09:00,925.0,-1.49094782,58191968.818202235,109563698.94227935,190458080.72935992,323132051.89171535,586545587.7650248,683673401.9359927,94742886.29528427,0.614209373322614,13.276248780510858,49.771554153767866,→,↓,↓,↓,↓,0.0,1825244.9141805,-1825244.9141805,0.0,2,0.0,0.0,0,10216608.17265084,29205400.112614267,45,6665.053,0.02010039891560925,False,-3.9970323867569957
KRW-VTHO,2026-09-06T18:05:49+09:00,2026-09-06T18:04:16.343+09:00,0.572,1.23893805,2553146.71543711,3702337.4175055,27323066.408118248,63959606.3522981,76287820.1023365,97790533.38446537,6873191.76859007,0.37146449588454433,122.16910655836202,217.30392774645873,↑,↓,↓,↓,↓,133291.8639888264,0.0,133291.8639888264,999.0,1,0.0,0.0,0,244528.3799888186,0.0,5,32503.17,-0.004994422894434553,False,10.808917164361224
KRW-VVV,2026-09-06T17:58:00+09:00,2026-09-06T17:31:36.311+09:00,23170.0,-2.11237854,5997776.4283747,12722259.329511,37173033.1473248,44609654.329443604,68051224.7016629,113177879.8390977,13964072.52021135,0.42951484387478117,-10.806875167141861,61.69099769675447,→,↓,↓,↓,↓,0.0,182663.49996020002,-182663.49996020002,0.0,1,0.0,0.0,0,0.0,182663.49996020002,1,30615.818,-0.04411638116553327,False,-5.293713717802651
KRW-W,2026-09-06T18:01:09+09:00,2026-09-06T17:54:29.506+09:00,13.7,-1.43884892,11796438.96724402,58631430.09400278,77719574.97029056,194902111.59089231,217775819.78543139,254356791.45545837,18610216.93943338,0.6338689659360404,-74.81276566207306,-220.17443611407958,↓,↓,↓,↓,↓,0.0,306756.26366733,-306756.26366733,0.0,1,0.0,0.0,0,79999.999999926,1757961.4508275,25,32043.526,-0.03377442150478086,False,-6.302744137470356
KRW-WAL,2026-09-06T18:00:06+09:00,2026-09-06T17:59:30.426+09:00,36.8,-0.27100271,9828866.93018803,13361251.21500917,26728069.63022048,33578887.00544367,78104705.81410393,169998384.39641565,11046562.54564371,0.889767010287206,178.25021678482832,251.8237017002715,↑,↑,↑,↓,↓,0.0,11130.946841407998,-11130.946841407998,0.0,1,0.0,0.0,0,478389.30534692993,4958244.719494003,13,31818.553,-0.04651643580731939,True,4.471473164942065
KRW-WAVES,2026-09-06T17:56:23+09:00,2026-09-06T17:51:52.390+09:00,315.0,-0.3164557,28166226.25290787,53621300.53188926,67552962.92570503,88371187.7300707,127110341.02495995,185036005.71043518,21951304.09872729,1.2831231404853487,10.650732911689499,-72.06309950418094,→,↑,↑,↑,↑,0.0,19292.9919084,-19292.9919084,0.0,1,0.0,0.0,0,136440.92051816,8188430.57576951,10,31910.334,0.07609255277264607,True,-3.322296222673879
KRW-WAXP,2026-09-06T17:55:46+09:00,2026-09-06T17:55:11.017+09:00,6.2,1.30718954,4973023.2942012,6806178.83811046,26853108.00525361,52794390.55610943,109958829.01664965,137940849.86369994,15676204.986242486,0.31723387762315874,171.28212391601406,262.1378029647843,↑,↓,↓,↓,↓,499999.999999984,0.0,499999.999999984,999.0,1,499999.99999998405,0.0,2,1005009.9999999121,2090294.8825587167,6,32001.879,0.03177084937921705,True,12.873766422581513
KRW-WCT,2026-09-06T18:00:40+09:00,2026-09-06T17:55:31.306+09:00,53.9,-0.91911765,14666205.90680032,16809616.88997442,30191661.149572812,43959222.67661904,80782376.19742768,102528500.74638735,10093193.809208246,1.4530787958733156,584.2460928833007,668.2290259718927,↑,↑,↑,↑,↑,49999.99999968,0.0,49999.99999968,999.0,2,0.0,0.0,0,449022.48875503195,1417285.049446784,4,32086.468,0.009951348960636508,False,14.098386675460645
KRW-WET,2026-09-06T17:56:48+09:00,2026-09-06T17:50:06.854+09:00,84.4,0.0,8036382.27864408,14501735.4481652,29424196.4848286,32094352.43613145,65454431.22872396,153526960.39888242,14916766.72457429,0.5387482707901253,24.2992001818104,80.9728805242404,↑,↓,→,↓,↓,5535.324674952,0.0,5535.324674952,999.0,1,0.0,0.0,0,11070.649349904,2939913.599614734,12,31696.527,0.024184788757892012,False,6.8195607128992055
KRW-WIF,2026-09-06T17:55:46+09:00,2026-09-06T17:49:10.976+09:00,286.0,-1.37931034,12519914.02941586,15474311.25200123,22898065.88791449,41764900.49345218,71296736.64863472,104657657.47776529,13518795.97238899,0.926111619332575,323.7721973777034,383.9756608880256,↑,↑,↑,→,→,0.0,34999.99999782,-34999.99999782,0.0,1,0.0,0.0,0,0.0,34999.99999782,1,31605.637,-0.11498137219346542,False,7.518722781265833
KRW-WLD,2026-09-06T17:57:24+09:00,2026-09-06T17:56:38.234+09:00,544.0,0.36900369,75211311.05089794,161917875.0309308,348360251.61376196,434583488.348086,712213422.6204044,907991847.2230793,112750858.90627123,0.6670575442216402,-13.257650172577573,40.23652557801337,→,↓,↓,↓,↓,0.0,4025546.15366285,-4025546.15366285,0.0,5,0.0,0.0,0,12249345.39718832,33395937.49664461,94,4358.778,0.0013141525468276358,False,2.5384938102040717
KRW-WLFI,2026-09-06T17:57:24+09:00,2026-09-06T17:56:18.472+09:00,77.2,-1.15236876,10890474.96318304,49137091.75699731,106238957.14802012,169966730.4978751,274765651.1625946,383271841.0326773,60414819.37043889,0.1802616489905749,-71.52565147946788,-38.50527908341506,↓,↓,↓,↓,↓,484332.162881332,0.0,484332.162881332,999.0,3,0.0,0.0,0,2956237.7600779245,44001.60811275299,17,14431.447,-0.008788267508695326,False,0.1982878138896318
KRW-XAUT,2026-09-06T18:01:29+09:00,2026-09-06T18:00:43.389+09:00,6026000.0,-0.21526742999999998,4630354.21008,8008747.09114,11885542.46738,18342723.94458,21765032.50835,43032606.41127,3553065.85558,1.3031996586295032,37.05789625708618,49.91393963339114,↑,↑,→,↑,↓,6999.94046,0.0,6999.94046,999.0,1,0.0,0.0,0,212087.25769999996,602300.0,9,32430.001,-0.004918615676359039,False,1.3582458235874313
KRW-XCN,2026-09-06T18:05:58+09:00,2026-09-06T18:05:49.845+09:00,5.57,-1.9366197200000002,60536347.267060824,123433376.82740165,146407167.38428298,155209776.33927062,181258560.7725543,210337754.65685746,14502296.899579432,4.174259269841344,-3.7532492548241314,-177.53057565907005,→,↑,↑,↑,↑,0.0,69172.233157104,-69172.233157104,0.0,1,17.1302949532,0.0,1,27914881.31920126,18452723.995733943,66,16579.86,0.01861902479112411,False,-1.4083148031745214
KRW-XEC,2026-09-06T18:06:15+09:00,2026-09-06T17:58:37.343+09:00,0.01,0.80645161,27915726.58419266,81181617.05492258,98063255.87442079,113406727.98606753,152288129.95418394,178120274.79086575,16742024.848241482,1.667404441053904,-47.5917395964072,-263.1173295006769,↓,↓,→,↑,↑,600600.6006006007,0.0,600600.6006006007,999.0,3,0.0,0.0,0,14594712.047640882,10102616.496251876,40,32284.331,0.058865757358220194,True,8.834144885159294
KRW-XLM,2026-09-06T18:01:58+09:00,2026-09-06T18:01:52.440+09:00,252.0,0.39840637,81809473.54578975,141461986.45293805,201884494.58528018,253872660.3658025,411715964.7891488,849399404.5394355,60037510.51974522,1.3626393372670595,37.14338182723287,38.417733470344665,↑,↑,↑,↑,↓,10999999.99999868,0.0,10999999.99999868,999.0,1,0.0,0.0,0,32214454.07278308,60358474.78249428,40,6570.824,0.011325883418906673,False,7.195842486081482
KRW-XPL,2026-09-06T18:03:49+09:00,2026-09-06T18:03:18.512+09:00,127.0,-0.78125,203405173.9762242,280439385.49981695,308617640.9919719,455431587.6008353,640634800.166846,729636573.5649467,66165360.559916615,3.074194295246512,164.04524684974385,-9.336515711957418,↑,↑,↑,↑,↑,0.0,22758310.222627137,-22758310.222627137,0.0,12,0.0,0.0,0,36267057.51178258,27375584.104238197,27,7495.397,-0.07568961650594304,False,3.9827448960147596
KRW-XRP,2026-09-06T18:02:57+09:00,2026-09-06T18:02:56.401+09:00,1930.0,0.15568241000000002,757698443.6500444,1523602797.885361,2211440779.928837,2603914249.3545327,3434039086.62784,7622135901.584859,616127377.9596293,1.229775645028537,-1.0714014798185567,-12.420930617467485,→,→,↑,↑,↓,3640060.06706601,0.0,3640060.06706601,999.0,5,1166578.2517719301,6377052.0730267,8,313810796.0956068,267510411.26661596,500,664.909,-0.0005554129310004345,False,6.352753209531391
KRW-XTZ,2026-09-06T18:03:22+09:00,2026-09-06T17:50:35.671+09:00,322.0,-0.9230769200000001,6443479.47893835,19363385.88923171,24558004.21154735,27337871.91579667,36719364.51535674,45558383.22939058,4970461.145138415,1.2963544610424504,-50.12750654443754,-198.84465203307792,↓,↓,→,→,↑,0.0,869400.0,-869400.0,0.0,1,0.0,0.0,0,0.0,4297486.10856082,3,31765.751,-0.0011068476977567885,False,-5.574010092853304
KRW-YGG,2026-09-06T18:00:40+09:00,2026-09-06T18:00:28.052+09:00,32.7,0.30674847,9106822.626618551,19383569.93347369,46270745.88684292,63729532.12078633,170210510.67425576,209994046.197471,24003397.114530012,0.3793972404475158,-11.384192345141997,50.394064602786514,→,↓,↓,↓,↓,0.0,264401.42348314804,-264401.42348314804,0.0,1,0.0,0.0,0,0.0,364401.42348293005,4,32378.984,-3.880202794670708e-16,False,-0.5747817434520024
KRW-ZAMA,2026-09-06T18:03:59+09:00,2026-09-06T18:02:35.824+09:00,73.7,7.74853801,25880605.17669732,62066207.40914671,265665215.02484486,317887488.1124702,486261447.29062736,542986839.5523145,61862128.253965735,0.41835943746468535,-28.478169271730614,53.74885498727203,↓,↓,↓,↓,↓,7380.0,0.0,7380.0,999.0,1,0.0,0.0,0,10867664.327184426,10751103.280166386,25,6385.816,0.03059559423442954,False,0.5351724809565948
KRW-ZBT,2026-09-06T18:06:50+09:00,2026-09-06T18:02:10.945+09:00,114.0,-1.7241379300000002,47194021.83561804,57493994.87433293,86132911.50128463,95782990.71272413,291317928.04262185,309267789.8742935,11239243.37531985,4.199039050907195,358.1955861265668,422.2306326582442,↑,↑,↑,→,↑,0.0,69627.8684583,-69627.8684583,0.0,1,0.0,0.0,0,0.0,12704541.59166534,10,30488.184,0.0,False,11.118942955997916
KRW-ZETA,2026-09-06T18:04:09+09:00,2026-09-06T18:02:03.324+09:00,48.3,1.68421053,24859152.7060373,57387174.748528,66279000.4309923,71911847.68651758,91428511.20575117,99294797.81008054,7262336.46899479,3.4230240931646287,-23.576193247888565,-289.39557842364263,↓,↑,↑,↑,↑,5912355.822088892,0.0,5912355.822088892,999.0,2,0.0,0.0,0,12344052.954171339,221270.04830782601,17,32515.07,-0.03245412167345299,True,7.765326502481091
KRW-ZIL,2026-09-06T18:06:15+09:00,2026-09-06T18:04:52.139+09:00,3.59,0.84269663,4563024.96004269,15752716.71021081,22627842.35287658,75522616.48102947,121439993.05844481,175944511.30638978,20725895.9251027,0.22016056514671897,-59.2211737202311,-121.97735203247814,↓,↓,↓,↓,↓,0.0,71400.0,-71400.0,0.0,1,0.0,0.0,0,409367.8949770272,560653.54,5,32396.642,-0.0279277601936325,False,-1.757823378338609
KRW-ZK,2026-09-06T18:03:05+09:00,2026-09-06T18:03:04.128+09:00,14.0,1.44927536,83209491.90901062,161266525.25868884,231508398.368047,265260648.40526542,374371279.2929011,453999817.9492004,56981395.42940641,1.4602922810498364,6.600889552451372,-4.525180830314168,→,→,↑,↑,↑,5499.99999989,0.0,5499.99999989,999.0,1,14029.41176463,0.0,2,63378909.02655785,3138570.59333683,90,11302.041,0.15494818126397075,False,3.771343747966105
KRW-ZKC,2026-09-06T18:02:38+09:00,2026-09-06T18:02:28.995+09:00,67.7,-0.29455081,31611478.88483842,58601581.94278558,112397513.03306663,132495322.95227495,199549700.24109516,253791574.6992875,30035371.90244526,1.0524750280273654,17.1224830708103,66.95121079995397,→,↓,→,→,→,1555382.999999364,0.0,1555382.999999364,999.0,3,0.0,0.0,0,7084754.908049994,22562745.934855837,24,13787.562,0.0015818335208098088,True,4.924808823599438
KRW-ZKP,2026-09-06T18:02:38+09:00,2026-09-06T18:02:37.503+09:00,66.1,-0.45180723,24462321.7744483,45092389.32605593,69973712.39500389,87122483.07506394,137852906.57176757,185805270.171907,19975847.210349627,1.2245949579437212,18.57606240626215,35.66219366045544,↑,→,↑,→,→,454065.80000000005,0.0,454065.80000000005,999.0,6,0.0,0.0,0,5150464.577394897,14375743.95162351,51,15887.194,-0.0021594851787330367,False,2.524699887103756
KRW-ZORA,2026-09-06T18:05:58+09:00,2026-09-06T18:03:24.471+09:00,11.7,-2.5,11982269.76141743,82331680.97977795,195877663.49953398,216147820.9552301,316109108.8170308,470980152.54971915,60236099.728540085,0.19892173987719505,-82.96749105088435,-44.92425046870022,↓,↓,↓,↓,↓,5794.102948491,5800.0,-5.897051509000448,0.9989832669812069,2,0.0,0.0,0,4330954.9134423,2282776.8838643357,26,9065.801,-0.009188924283263872,True,-3.7811860861350852
KRW-ZRO,2026-09-06T18:03:31+09:00,2026-09-06T18:03:15.008+09:00,1461.0,1.1072664399999999,12465556.61461813,58774567.62307869,73161854.68998761,103663268.36187276,129148414.9044327,198231195.69040394,14584714.081000574,0.8547001021334344,-73.08179046980577,-294.956309224438,↓,↓,↓,↓,↓,0.0,961627.814188,-961627.814188,0.0,1,0.0,0.0,0,3236837.0323542603,7200160.882966229,20,16415.407,-0.012713190424033799,True,-0.05982988765322217
KRW-ZRX,2026-09-06T18:03:40+09:00,2026-09-06T18:00:54.920+09:00,144.0,0.0,3499072.55993797,14500125.672184581,32965905.99486135,41430223.75603874,75437790.16730016,95400697.96171564,13256712.8686317,0.2639472239168388,-68.19329454883982,-27.76864376241648,↓,↓,↓,↓,↓,0.0,496527.77777746,-496527.77777746,0.0,1,0.0,0.0,0,499999.99999968,496527.77777746,2,32077.925,0.03234689138079756,False,-0.7096580536914774
